第四轮5万专项候选ID,费用场景,年学费上限,5万内中外合作或高收费专业数,超过5万专业数,费用待核专业数,场景内最低学费,场景内最高学费,5万内专业摘要,费用风险提示,第四轮来源口径,讨论集合,是否进入优先讨论,是否可作为定稿依据,城市,城市来源,教育部所在地,教育部所在地命中城市,原城市候选,城市口径提醒,所在地使用边界,城市字段状态,校区字段状态,省份,主管部门,学校登记备注,院校代码,院校名称,院校专业组代码,专业组号,历史线索分层,冲稳保,冲稳保解释,与515关系,2026考生分数,2026考生位次,2025等位分,2024等位分,2023等位分,2025投档分,2025等位分差,2024投档分,2024等位分差,2023投档分,2023等位分差,同代码命中年份数,同代码命中年份,三年投档分范围,等位分差摘要,历史线使用口径,再选要求跨年变化,历史组名疑似不一致,公办民办机器线索,家庭底线属性动作,专业明细行数,数字媒体技术专业数,计算机类相关专业数,计算机AI软件专业数,电子信息网络专业数,机械自动化机器人专业数,师范类相关专业数,工商旅游管理专业数,环境工程科学专业数,农业不含动物相关专业数,高收费或超预算专业数,护理助产专业数,动物医学兽医专业数,临床口腔中医暂缓专业数,医技护理康复专业数,特殊限制待核专业数,调剂初判,完整专业组接受度初判,组内专业摘录,办学地点线索,来源页码,版面列,保真核验层级,机器核验下一步,人工核验下一步,下一步核验动作,讨论排序分,专业组出现ID,稳定基座专业组筛选ID
R4FEEGROUP-fe70895703fafa89,5万内中外合作/高收费专项,50000,0,1,0,,,,1个超过5万，暂不进主表；仍需核第19期原页、湖北官方侧、招生章程、培养模式、证书和出国要求,直接来源于稳定底座、教育部学校属性表、三年投档线旁挂表和逐专业费用线索；不引用 Round3/Round4 输出。,费用待核或超过5万附录,false,false,贵阳市,教育部所在地,贵阳市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,贵州省,贵州省,,K273,贵州商学院,K27302,02,H2-历史最高线不高于等位分,稳妥观察,稳妥观察：按同代码历史最高等位分差 -12 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；482-494=-12；历史最高等位分差=-12。,515,91723,494,497,481,482,482-494=-12,,,,,1,2025,482,482-494=-12,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,高收费或超预算；费用专项需确认同组所有可调剂专业均不突破家庭费用底线。,1.02 数据科学与大数据技术（中外合作办学）（学费上限：60000元/学年学费金额严格按照贵州省价格主管部门批准的项目及标准执行）K274 贵州警察学院（公办）（贵州）[M-e3e8ed4c935ec557],,216,right,R1-P0整组先核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页、湖北官方系统/省招办计划、招生章程、学费、培养模式、证书、出国要求、校区、语种/单科/体检限制和调剂范围。,55.0,G-7928cd3ff8c9fa3f,STABLEGROUP-1d0814fe72871fb9
R4FEEGROUP-d492f7709da2f5f5,5万内中外合作/高收费专项,50000,0,0,1,,,,1个费用待核，暂不进主表；仍需核第19期原页、湖北官方侧、招生章程、培养模式、证书和出国要求,直接来源于稳定底座、教育部学校属性表、三年投档线旁挂表和逐专业费用线索；不引用 Round3/Round4 输出。,费用待核或超过5万附录,false,false,贵阳市,教育部所在地,贵阳市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,贵州省,贵州省,,K270,贵州民族大学,K27005,05,H0-无同代码历史线索,历史待补,无同代码历史投档线，先作为历史待补组，不按分差下结论。,515分、91723位次暂无同代码历史线可直接比；需补同校同类组或官方投档线证据。,515,91723,494,497,481,,,,,,,0,,,,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,3,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,高收费或超预算；费用专项需确认同组所有可调剂专业均不突破家庭费用底线。,1.05 人工智能（中外合作办学）K271 贵阳学院（公办）（贵州）[M-f6ee06f85b13d08e]；2.04 法学[M-d4bbd73a4abfc1c4]；3.05 小学教育（师范类）[M-986dca49ef915961],,216,left,R1-P0整组先核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页、湖北官方系统/省招办计划、招生章程、学费、培养模式、证书、出国要求、校区、语种/单科/体检限制和调剂范围。,25.0,G-cebdde10f4e25ac6,STABLEGROUP-3522d1e28927f3a5
R4FEEGROUP-ebe51646072da78b,5万内中外合作/高收费专项,50000,0,0,1,,,,1个费用待核，暂不进主表；仍需核第19期原页、湖北官方侧、招生章程、培养模式、证书和出国要求,直接来源于稳定底座、教育部学校属性表、三年投档线旁挂表和逐专业费用线索；不引用 Round3/Round4 输出。,费用待核或超过5万附录,false,false,贵阳市,教育部所在地,贵阳市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,贵州省,贵州省,,K270,贵州民族大学,K27004,04,H0-无同代码历史线索,历史待补,无同代码历史投档线，先作为历史待补组，不按分差下结论。,515分、91723位次暂无同代码历史线可直接比；需补同校同类组或官方投档线证据。,515,91723,494,497,481,,,,,,,0,,,,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,高收费或超预算；费用专项需确认同组所有可调剂专业均不突破家庭费用底线。,1.04 计算机科学与技术（中外合作办学）[M-3f88534a5bf9db50],,216,left,R2-P1页列集中核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页、湖北官方系统/省招办计划、招生章程、学费、培养模式、证书、出国要求、校区、语种/单科/体检限制和调剂范围。,21.0,G-588a6c3d7521ed68,STABLEGROUP-6c1bc6193a51d9f5
R4FEEGROUP-b383915b29a42d31,5万内中外合作/高收费专项,50000,1,1,0,24000,24000,38 旅游管理（中外合作办学）（本专业仅招收有明确专业志愿的考生，进校斥不得转专业，考生高考外语单科成丝不得低于生源省高考外语科目满分的50%，非英语语种慎重报考.要五官端正、无醒目疤痕、口齿清楚、无残疾）25615/贵州大学第 15组｜学费:24000｜预算内中外合作/高收费可讨论,1个5万内高收费/中外合作线索；1个超过5万，暂不进主表；仍需核第19期原页、湖北官方侧、招生章程、培养模式、证书和出国要求,直接来源于稳定底座、教育部学校属性表、三年投档线旁挂表和逐专业费用线索；不引用 Round3/Round4 输出。,费用待核或超过5万附录,false,false,贵阳市,教育部所在地,贵阳市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,贵州省,贵州省,,K256,贵州大学,K25614,14,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 113 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；594-481=+113；569-497=+72；575-494=+81；历史最高等位分差=113。,515,91723,494,497,481,575,575-494=+81,569,569-497=+72,594,594-481=+113,3,2023；2024；2025,569-594,594-481=+113；569-497=+72；575-494=+81,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,true,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,2,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,高收费或超预算；费用专项需确认同组所有可调剂专业均不突破家庭费用底线。,1.38 旅游管理（中外合作办学）（本专业仅招收有明确专业志愿的考生，进校斥不得转专业，考生高考外语单科成丝不得低于生源省高考外语科目满分的50%，非英语语种慎重报考.要五官端正、无醒目疤痕、口齿清楚、无残疾）25615/贵州大学第 15组[M-e8461f6dc02d11df]；2.39 机械设计制造及其自动化（中外合作语科目满分的 50%，非英语语种慎重报考）[M-786920e211522cad],,214,right,R2-P1页列集中核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页、湖北官方系统/省招办计划、招生章程、学费、培养模式、证书、出国要求、校区、语种/单科/体检限制和调剂范围。,-23.25,G-83f7b3ae7f56dc73,STABLEGROUP-e5d855dc2b5b96f4
R4FEEGROUP-35c62c9717fe9120,5万内中外合作/高收费专项,50000,0,3,0,,,,3个超过5万，暂不进主表；仍需核第19期原页、湖北官方侧、招生章程、培养模式、证书和出国要求,直接来源于稳定底座、教育部学校属性表、三年投档线旁挂表和逐专业费用线索；不引用 Round3/Round4 输出。,费用待核或超过5万附录,false,false,贵阳市,教育部所在地,贵阳市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,贵州省,贵州省,,K269,贵州财经大学,K26908,08,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 42 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；539-497=+42；历史最高等位分差=42。,515,91723,494,497,481,,,539,539-497=+42,,,1,2024,539,539-497=+42,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,高收费或超预算；费用专项需确认同组所有可调剂专业均不突破家庭费用底线。,1.12 会计学（中外合作办学）（外语单科成续要求达到生源地外语单科满分值的60%（含）以上，非英语语种考生慎报）[M-9734e5519777a88e]；2.13 财务管理（中外合作办学）（外语单科成绩要求达到生源地外语单科满分值的60%（含）以上，非英语语种考生慎[M-ca15b7f9ba00a05c]；3.14 市场营销（中外合作办学）（外语单科成绩要求达到生源地外语单科满分值的60%（含）以上，非英语语种考生慎K270贵州民族大学（公办）（贵州）[M-5facfaf0aec74a05],,216,left,R1-P0整组先核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页、湖北官方系统/省招办计划、招生章程、学费、培养模式、证书、出国要求、校区、语种/单科/体检限制和调剂范围。,-25.5,G-e9752ca6c0746f00,STABLEGROUP-19825319d9cb8b0e
R4FEEGROUP-347a4b53a551abe4,5万内中外合作/高收费专项,50000,0,1,0,,,,1个超过5万，暂不进主表；仍需核第19期原页、湖北官方侧、招生章程、培养模式、证书和出国要求,直接来源于稳定底座、教育部学校属性表、三年投档线旁挂表和逐专业费用线索；不引用 Round3/Round4 输出。,费用待核或超过5万附录,false,false,贵阳市,教育部所在地,贵阳市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,贵州省,贵州省,,K256,贵州大学,K25617,17,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 62 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；556-494=+62；历史最高等位分差=62。,515,91723,494,497,481,556,556-494=+62,,,,,1,2025,556,556-494=+62,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,高收费或超预算；费用专项需确认同组所有可调剂专业均不突破家庭费用底线。,1.41 环境科学（中外合作办学）（本专业仅召收有明确专业志愿的考生，进校后不得转专业.考生高考外语单科成组不得低于生源省高考外语科目满分的50%，非英语语种慎重报考）K257 贵州医科大学（公办）（贵州）[M-40318c43197978a0],,215,left,R1-P0整组先核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页、湖北官方系统/省招办计划、招生章程、学费、培养模式、证书、出国要求、校区、语种/单科/体检限制和调剂范围。,-30.5,G-6f2efdfe94e98a6c,STABLEGROUP-977cd410e6793f1d
R4FEEGROUP-3f33417dc8e030cf,5万内中外合作/高收费专项,50000,0,0,1,,,,1个费用待核，暂不进主表；仍需核第19期原页、湖北官方侧、招生章程、培养模式、证书和出国要求,直接来源于稳定底座、教育部学校属性表、三年投档线旁挂表和逐专业费用线索；不引用 Round3/Round4 输出。,费用待核或超过5万附录,false,false,邯郸市,教育部所在地,邯郸市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,河北省,河北省,,F177,河北工程大学,F17706,06,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 45 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；539-494=+45；历史最高等位分差=45。,515,91723,494,497,481,539,539-494=+45,,,,,1,2025,539,539-494=+45,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,高收费或超预算；费用专项需确认同组所有可调剂专业均不突破家庭费用底线。,1.47 数据科学与大数据技术（中外合作》学（与新西兰曼努考联合理工学院合作，采用4+0双学位培养模式）F178 河北地质大学（公亦）（河北）[M-0398578f85caf611],,98,right,R1-P0整组先核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页、湖北官方系统/省招办计划、招生章程、学费、培养模式、证书、出国要求、校区、语种/单科/体检限制和调剂范围。,-17.25,G-8921c728181c04ba,STABLEGROUP-4296acf5a9e1e96d
R4FEEGROUP-b500a6014a90e12c,5万内中外合作/高收费专项,50000,1,0,1,30000,30000,34 金融学（中外双学士出国2加2:1.高考外语成绩100分及以上.2. 学生在中法双，可获得重庆生毕业达到合格条件时工商大学金融学或会计学专业的毕业证和学位证，以及国外高校的学士学位证书；办学地点：南岸校区）｜学费:30000｜预算内中外合作/高收费可讨论,1个5万内高收费/中外合作线索；1个费用待核，暂不进主表；仍需核第19期原页、湖北官方侧、招生章程、培养模式、证书和出国要求,直接来源于稳定底座、教育部学校属性表、三年投档线旁挂表和逐专业费用线索；不引用 Round3/Round4 输出。,费用待核或超过5万附录,false,false,重庆市,教育部所在地,重庆市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,machine_ocr_remark_candidate_unverified,重庆市,重庆市,,K079,重庆工商大学,K07909,09,H0-无同代码历史线索,历史待补,无同代码历史投档线，先作为历史待补组，不按分差下结论。,515分、91723位次暂无同代码历史线可直接比；需补同校同类组或官方投档线证据。,515,91723,494,497,481,,,,,,,0,,,,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,高收费或超预算；费用专项需确认同组所有可调剂专业均不突破家庭费用底线。,1.34 金融学（中外双学士出国2加2:1.高考外语成绩100分及以上.2. 学生在中法双，可获得重庆生毕业达到合格条件时工商大学金融学或会计学专业的毕业证和学位证，以及国外高校的学士学位证书；办学地点：南岸校区）[M-af2250b0666c07b3]；2.35 参计学（中外双学士出国2加2:1，高考外语成绩100分及以上.2.学生在入学前一周选择中加双学士、中法双学去具体就读项目，国内学习两年，口外学习两年，详见学校招生官网.3.4生毕业达到合格条件时，可获得重庆工商大学金融学或会计学专业的毕业证...[M-e0b3abc2f6311dbf],南岸校区,206,right,R1-P0整组先核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页、湖北官方系统/省招办计划、招生章程、学费、培养模式、证书、出国要求、校区、语种/单科/体检限制和调剂范围。,28.0,G-4198cb0668ac98c8,STABLEGROUP-b8f831b00542f0c6
R4FEEGROUP-7e76f4be8bd07ce5,5万内中外合作/高收费专项,50000,0,0,1,,,,1个费用待核，暂不进主表；仍需核第19期原页、湖北官方侧、招生章程、培养模式、证书和出国要求,直接来源于稳定底座、教育部学校属性表、三年投档线旁挂表和逐专业费用线索；不引用 Round3/Round4 输出。,费用待核或超过5万附录,false,false,重庆市,教育部所在地,重庆市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,重庆市,重庆市,,K073,长江师范学院,K07307,07,H0-无同代码历史线索,历史待补,无同代码历史投档线，先作为历史待补组，不按分差下结论。,515分、91723位次暂无同代码历史线可直接比；需补同校同类组或官方投档线证据。,515,91723,494,497,481,,,,,,,0,,,,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,高收费或超预算；费用专项需确认同组所有可调剂专业均不突破家庭费用底线。,1.15 智能制造工程（中外合作办学）（与美国山南道大学合作，采用”4+0^培养模式，达到条件可获双学位）[M-84dad3cc819e468e],,205,left,R2-P1页列集中核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页、湖北官方系统/省招办计划、招生章程、学费、培养模式、证书、出国要求、校区、语种/单科/体检限制和调剂范围。,16.0,G-7792cf2f55d5fa02,STABLEGROUP-3d1016fce9482c75
R4FEEGROUP-169e801b645fa3cc,5万内中外合作/高收费专项,50000,0,0,1,,,,1个费用待核，暂不进主表；仍需核第19期原页、湖北官方侧、招生章程、培养模式、证书和出国要求,直接来源于稳定底座、教育部学校属性表、三年投档线旁挂表和逐专业费用线索；不引用 Round3/Round4 输出。,费用待核或超过5万附录,false,false,重庆市,教育部所在地,重庆市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,重庆市,重庆市,,K073,长江师范学院,K07308,08,H0-无同代码历史线索,历史待补,无同代码历史投档线，先作为历史待补组，不按分差下结论。,515分、91723位次暂无同代码历史线可直接比；需补同校同类组或官方投档线证据。,515,91723,494,497,481,,,,,,,0,,,,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,高收费或超预算；费用专项需确认同组所有可调剂专业均不突破家庭费用底线。,1.16 机器人工程（中外合作办学）（与美國山南道大学合作，采用“4+0”培养模式，达到条件可获双学位）K074四川外国语大学（公办）（重庆）[M-059c3ac218b5c825],,205,left,R1-P0整组先核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页、湖北官方系统/省招办计划、招生章程、学费、培养模式、证书、出国要求、校区、语种/单科/体检限制和调剂范围。,16.0,G-bd9573d3add49f49,STABLEGROUP-aae14538ecc38c72
R4FEEGROUP-c5dbdf38fc46cffd,5万内中外合作/高收费专项,50000,0,3,0,,,,3个超过5万，暂不进主表；仍需核第19期原页、湖北官方侧、招生章程、培养模式、证书和出国要求,直接来源于稳定底座、教育部学校属性表、三年投档线旁挂表和逐专业费用线索；不引用 Round3/Round4 输出。,费用待核或超过5万附录,false,false,重庆市,教育部所在地,重庆市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,machine_ocr_remark_candidate_unverified,重庆市,重庆市,,K079,重庆工商大学,K07910,10,H0-无同代码历史线索,历史待补,无同代码历史投档线，先作为历史待补组，不按分差下结论。,515分、91723位次暂无同代码历史线可直接比；需补同校同类组或官方投档线证据。,515,91723,494,497,481,,,,,,,0,,,,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,3,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,高收费或超预算；费用专项需确认同组所有可调剂专业均不突破家庭费用底线。,1.36 市场营销（中外合作办学）（1.高考外语成绩90分及以上.2.学生大学期间在重庆工商大学学习并售宿，不需出国.3.学生毕业达到合格条件时，可获得重庆工商大学的本科学历证书和学位证书，以及英国赫尔大学的学士学位证书；办学地点：南岸校区）[M-1d54f0d1200bd549]；2.37 财务管理（中外合作办学）（1.高考外语成绩90分及以上.2.学生大学期间在重庆工商大学学习并住宿，不需出国.3. 毕业达到合格条件时，可获得重庆工商大学的本科学历证书和学位证书，以及英国赫尔大学的学士学位证书：办学地点：南岸校区）[M-d33f061e382b1122]；3.38 物流管理（中外合作办学）.（1，高考外语成绩90分及以上.2.学生大学期间王重庆工商大学学习并住宿，不需出玉.3. 毕业达到合格条件时，可获得可床工商大学的本科学历证书和学位证书，以及英国赫尔大学的学士学位证书；办学地点：南岸校区）K082...[M-e5a7cbf615b50491],南岸校区,206,right,R1-P0整组先核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页、湖北官方系统/省招办计划、招生章程、学费、培养模式、证书、出国要求、校区、语种/单科/体检限制和调剂范围。,12.0,G-dd4b741439bea15d,STABLEGROUP-94e5b9b479839725
R4FEEGROUP-e3f7c58c4b0af3cb,5万内中外合作/高收费专项,50000,1,0,1,50000,50000,27 物联网工程（中外合作办学）（采用4+0 培养模式，合作办学方全称：俄罗斯运东联邦大学：英语教学，请非英语语种考生慎重报考）｜学费:50000｜预算内中外合作/高收费可讨论,1个5万内高收费/中外合作线索；1个费用待核，暂不进主表；仍需核第19期原页、湖北官方侧、招生章程、培养模式、证书和出国要求,直接来源于稳定底座、教育部学校属性表、三年投档线旁挂表和逐专业费用线索；不引用 Round3/Round4 输出。,费用待核或超过5万附录,false,false,重庆市,教育部所在地,重庆市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,重庆市,重庆市,,K067,重庆邮电大学,K06707,07,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 82 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；576-494=+82；历史最高等位分差=82。,515,91723,494,497,481,576,576-494=+82,,,,,1,2025,576,576-494=+82,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,3,0,2,2,1,0,0,0,0,0,2,0,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,高收费或超预算；费用专项需确认同组所有可调剂专业均不突破家庭费用底线。,1.26 计算机科学与技术（中外合作办学）（采用4+0培养模式，合作办学方全称：俄罗斯远东联邦大学；英语教学，请非英语语种考生慎重报考）[M-d7ba46d72776112e]；2.27 物联网工程（中外合作办学）（采用4+0 培养模式，合作办学方全称：俄罗斯运东联邦大学：英语教学，请非英语语种考生慎重报考）[M-24080d6b190a5ccb]；3.K0 68 重庆交通大学（公办）（重庆）[M-259318c8607d260c],,203,left,R2-P1页列集中核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页、湖北官方系统/省招办计划、招生章程、学费、培养模式、证书、出国要求、校区、语种/单科/体检限制和调剂范围。,2.5,G-10c3ec67cb56d8a2,STABLEGROUP-4d7dbd3706b49e29
R4FEEGROUP-e1949797eb615ed6,5万内中外合作/高收费专项,50000,0,0,3,,,,3个费用待核，暂不进主表；仍需核第19期原页、湖北官方侧、招生章程、培养模式、证书和出国要求,直接来源于稳定底座、教育部学校属性表、三年投档线旁挂表和逐专业费用线索；不引用 Round3/Round4 输出。,费用待核或超过5万附录,false,false,重庆市,教育部所在地,重庆市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,machine_ocr_remark_candidate_unverified,重庆市,教育部,,A177,西南大学,A17733,33,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 83 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；577-494=+83；历史最高等位分差=83。,515,91723,494,497,481,577,577-494=+83,,,,,1,2025,577,577-494=+83,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,3,0,2,2,1,0,0,0,0,0,3,0,0,0,0,0,调剂风险线索-组内存在默认不能接受专业,高收费或超预算；费用专项需确认同组所有可调剂专业均不突破家庭费用底线。,1.77 计算机科学与技术（民族班；不招单色识别不全考生；录取分数线不低于我校普通类本科所在批次相应科类（不含中外合作办学）提档线下40分；办学地点：北碚校区）[M-20268aac88849346]；2.78 软件工程（民族班：录取分数线不低于我校普通类本科所在批次相应科类（不貪中外合作办学） 提档线下40分；办学地点：北碚校区）[M-f1f6e19945703d5a]；3.79 电子信息类（民族班；电子信息工程通信工程：不招单色识别不全考生，录取分数线不低于我校普通类本科所在批次相应科类（不含中外合作办学）提档线下 40分：办学地点：北碚校区）A179西南財经大学（公办）（四川）[M-51e3c9d67d4d662d],北碚校区,51,left,R1-P0整组先核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页、湖北官方系统/省招办计划、招生章程、学费、培养模式、证书、出国要求、校区、语种/单科/体检限制和调剂范围。,-13.75,G-a418c87ccd88d7a0,STABLEGROUP-89b2c299983e649d
