第二轮候选ID,第二轮池,第二轮层级,建议梯度,是否进入家庭讨论,是否可作为定稿依据,入选理由,专项风险提示,下一步核验动作,体检和章程核验提示,重点观察标签,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组号OCR,城市候选,公办民办机器线索,家庭底线属性动作,机器家庭匹配初判,调剂初判,偏好专业数,数字媒体技术专业数,计算机类相关专业数,师范类相关专业数,机械自动化机器人专业数,电子信息网络专业数,计算机AI软件专业数,农业动医兽医专业数,动物医学兽医专业数,护理助产专业数,工商旅游管理专业数,环境工程科学专业数,医技护理康复专业数,临床口腔中医暂缓专业数,高收费或超预算专业数,特殊限制待核专业数,专业明细行数,机器筛选价值层级,保真核验层级,历史线索分层,同代码命中年份最大值,历史最高等位分差,历史最低等位分差,来源页码,版面列,组内完整专业清单索引,机器核验下一步,人工核验下一步,专业组出现ID,稳定基座专业组筛选ID
R2GROUP-a722fbf61ae850a8,主线,M3-冲刺主线观察,冲刺观察,true,false,命中方向：计算机/AI/软件1个、电子/网络3个、机械/自动化/机器人2个；历史线索：H4-历史最高线高于等位分16-30分；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,录取线距离偏冲,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,A223,大连民族大学,A22303,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内存在学费字段待核,1,0,1,0,2,3,1,0,0,0,0,0,0,0,0,0,8,V1-偏好专业优先线索,R2-P1页列集中核,H4-历史最高线高于等位分16-30分,3,26,17,59,right,1.05 自动化（办学地点：金石滩校区）[M-3d0a5ba403c277d9]；2.06 机器人工程（办学地点：金石滩校区）[M-f96e4c266a6ef563]；3.07 软件工程（办学地点：金石滩校区）[M-770dea5204f62b63]；4.08 去本工程（新工科实验班；办学地点：[M-64437637bbbd1520]；5.09 电子信息工程（办学地点：开发区校[M-e4ecbfcedacc1bf0]；6.10 通億工程（新工科实验班：办学地点：开发区校区）[M-3591af68da3cb9ff]；7.11 光电信息科学与工程（办学地点：开发区校区）[M-8298307b71f11029]；8.12 电子信息材料（新工科实验班；办学地点：开发区校区）[M-cb6d6cd876cb33fe],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-bf49a3052af9e609,STABLEGROUP-2724e0b1bc06d86e
R2GROUP-654ebfaea910ff33,主线,M3-冲刺主线观察,冲刺观察,true,false,命中方向：计算机/AI/软件3个、机械/自动化/机器人2个；历史线索：H4-历史最高线高于等位分16-30分；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,结构或组内边界需先核；录取线距离偏冲,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,H569,洛阳理工学院,H56902,02,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,3,0,3,0,2,0,3,0,0,0,0,0,0,0,0,0,13,V1-偏好专业优先线索,R1-P0整组先核,H4-历史最高线高于等位分16-30分,3,27,4,176,left,1.07 无机非金属材料工程（办学地点：王城校区）[M-21ec746f755ac82d]；2.08 材料物理（办学地点：王城校区）資亮謝孝院校专业组及专业代号[M-2cc22bcf0e2a741d]；3.09 高分子材料与工程（办学地点：王城校[M-bf580e3540429ec6]；4.10 机械设计制造及其自动化（办学地点：王城校区）[M-043a52695427ce4d]；5.11 材料成型及控制工程（办学地点：王城校区）[M-bc03df3c3c03dc89]；6.12 车辆工程（办学地点：王城校区）[M-92839f23836f58f8]；7.13 电气工程及其自动化（办学地点：开元校区）[M-71db63f050a46703]；8.14 计算机科学与技术（办学地点：开元校[M-5366510d96413cf9]；9.15 软件工程（办学地点：开元校区）[M-62f1cf06647848ef]；10.16 数据科学与大数据技术（办学地点：开元校区）[M-190424112cf7a592]；11.17 智能建造（办学地点：王城校区）[M-35fdbcb5d4775d6d]；12.18 新能源科学与工程（办学地点：王城校[M-8524f840be92ba36]；13.19 应用化学（办学地点：王城校区）H570新乡学院（公办）（河南）[M-4e527141f805d494],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-216ddfce2ef34983,STABLEGROUP-f162bd8b5de3578c
R2GROUP-494a36c01bf29fee,主线,M3-冲刺主线观察,冲刺观察,true,false,命中方向：计算机/AI/软件2个、电子/网络2个；命中优先城市：西安；历史线索：H4-历史最高线高于等位分16-30分；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,结构或组内边界需先核；录取线距离偏冲,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,K481,西安文理学院,K48103,03,西安,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,3,V1-偏好专业优先线索,R1-P0整组先核,H4-历史最高线高于等位分16-30分,2,28,28,225,right,1.03 软件工程（办学地点：高新校区）[M-2a7997e8e43e3817]；2.04 物联网工程（办学地点：高新校区）[M-8bf22d5f318436d5]；3.05 电子信息工程（办学地点：高新校区）K482榆林大学（公办）（陕西）[M-373c8a620fb6359d],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-59cc65da1e42ff02,STABLEGROUP-38508bd6fca65afe
R2GROUP-fa56837642e4105d,主线,M3-冲刺主线观察,冲刺观察,true,false,命中方向：计算机/AI/软件2个、电子/网络2个、机械/自动化/机器人1个、环境1个；历史线索：H4-历史最高线高于等位分16-30分；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,组内有特殊限制待核；录取线距离偏冲,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,体检或特殊限制字段待核；需看招生章程、专业备注和第19期原页。,,F105,天津城建大学,F10504,04,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,2,0,2,0,1,2,2,0,0,0,0,1,0,0,0,5,19,V1-偏好专业优先线索,R1-P0整组先核,H4-历史最高线高于等位分16-30分,2,27,19,96,right,1.08 土木工程[M-48b011eab3010b71]；2.09 城市地下空间工程[M-732547eeb37fccc0]；3.10 道路桥梁与波河工程[M-28b013f83ad66c66]；4.11 港口航道与海岸工程[M-459b1b6da6d9f90c]；5.12 交通工程（不招色盲、单色不识别的考[M-54fe9d41d6370f34]；6.13 建筑环境与能源应用工程[M-0a9b4a1452c0e556]；7.14 材料科学与工程（不招色弱、色盲、单色不识别的考生）[M-9f3a650d84f661b3]；8.15 智能材料与结构[M-5f243d27c4c8e03e]；9.16 给排水科学与工程[M-21290ebfd0f9ee30]；10.17 环境工程（不招色弱、色盲、单色不识别的考生）[M-873c73b2b5c15325]；11.18 电子信息类（电子信息工程：电子信息科学与技术）[M-c90e083e3eb2a107]；12.19 计算机类（计算机科学与技术：网络工程；物联网工程）[M-125023deb34979c0]；13.20 测绘工程[M-4f42757ffccc8129]；14.21 遥感科学与技术[M-16176809987ff4ba]；15.22 应用物理学（不招色盲、单色不识别的院校专业组及专业代号考生）[M-bc923687edbdd7a3]；16.23 应用化学（不招色弱、色盲、单色不识别的考生）[M-93b7f6dd8724bd60]；17.24 智能建造[M-b63c0127640e7182]；18.25 人工智能[M-080c39efbb1ee971]；19.26 智能制造工程[M-12487beb5d4f2172],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-79700ef52987db73,STABLEGROUP-433bff750cbf356c
R2GROUP-c0ab4ecaf2dea02f,主线,M3-冲刺主线观察,冲刺观察,true,false,命中方向：计算机/AI/软件1个、工商/旅游管理3个；历史线索：H4-历史最高线高于等位分16-30分；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,录取线距离偏冲,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,F699,哈尔滨商业大学,F69902,02,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,10,V1-偏好专业优先线索,R2-P1页列集中核,H4-历史最高线高于等位分16-30分,2,16,13,127,left,1.06 经济统计学（办学地点：北校区）[M-7cbfe07e07dc5a11]；2.07 金融学（办学地点：北校区）[M-b4dea31419120354]；3.08 金融工程（办学地点：北校区）[M-78ed397b4d596205]；4.09 人力资源管理（办学地点：北校区）[M-22cfeefa12e74ab7]；5.10 物流管理（办学地点：北校区）[M-031300bc819e2ac6]；6.1 物流工程（办学地点：北校区）[M-3808401bd037bbfc]；7.12 质量管理工程（办学地点：北校区）[M-3306d4513abbe8ca]；8.13 审计学（办学地点：北校区）[M-99650d2b77868ac7]；9.14 大数据管理与应用（办学地点：北校[M-d8895a1870ff420d]；10.15 数字经济（办学地点：北校区）[M-277c4e83ff93e184],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-6c6ce1b442e36fab,STABLEGROUP-86325f3a735a2af7
R2GROUP-fec95c0f47f89b54,主线,M3-冲刺主线观察,冲刺观察,true,false,命中方向：计算机/AI/软件1个、工商/旅游管理7个；命中优先城市：武汉；历史线索：H4-历史最高线高于等位分16-30分；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,组内有特殊限制待核；录取线距离偏冲,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,体检或特殊限制字段待核；需看招生章程、专业备注和第19期原页。,,C150,武汉商学院,C15003,03,武汉,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,1,0,1,0,0,0,1,0,0,0,7,0,0,0,0,2,22,V1-偏好专业优先线索,R1-P0整组先核,H4-历史最高线高于等位分16-30分,3,20,6,80,left,1.21 零售业管理（智慧运营方向；大一在马影河校区就读，大二起在后官湖校区就读）[M-4c1c4f4512554f83]；2.22 零售业管理（数智营销方向：大一在马影河校区就读，大二起在后官湖校区就读）[M-e534fc736265c1f3]；3.23 大数据管理与应用（大一在马影河校区就读，大二起在后官湖校区就读）[M-ee113f80b04b7f51]；4.24 数字经济（大一在马影河校区就读，大資高謝亭院校专业组及专业代号二起在后官湖校区就读）[M-51b02b3e486666f8]；5.25 经济与金融（大一在马影河校区就读，大二起在后官湖校区就读）[M-f86b6ae14e4edb59]；6.26 南务经济学（大一在马影河校区就读，大二起在后官湖校区就读）[M-e16a5921623c531f]；7.27 经济统计学（大一在马影河校区就读，大二起在后官湖校区就读）[M-acb482f3064a0583]；8.28 税收学（大一在马影河校区就读，大三起在后官湖校区就读）[M-1501281b42200eee]；9.29 酒店管理（大一在马影河校区就读，大二起在后官湖校区就读）[M-f68c394eeefc5273]；10.30 会展经济与管理（大一在马影河校E就读，大二起在后官湖校区就读[M-0f6a13ef21ff0adb]；11.31 旅游管理与服务教育（大一在马影河校区就读，大二起在后官湖校区就读）[M-a961ae6bda479290]；12.32 商务英语（要求高考英语成绩不低于[M-552d949cc667dec8]；13.90 分（满分以150分计）：大一在马漿河校区就读，大二起在后官湖校区房读：外语语种：英语）[M-0e83de1e95002dfd]；14.33 國译（国际传損方向：要求高考英语成绩不低于90分（满分以150分计）：大在当影河校区就读，大二起在后官湖校区就读：外语语种：英语）[M-25748538eda5066c]；15.34 财务管理（大一在马影河校区就读，大二起在后官湖校区就读）[M-e307bfb7c77d59c7]；16.35 审计学（大一在马影河校区就读，大二起在后官湖校区就读）[M-2ce4650e19004f47]；17.36 会计学（大一在马影河校区就读，大二起在后官湖校区就读）[M-ee8edcf5d811b7c5]；18.37 物流管理（大一在马影河校区就读，大二起在后官湖校区就读）[M-13e7d081c377eb5c]；19.38 日语（商务方向：大一在马影河校区就读，大二起在后官湖校区就读）[M-608ab460a72422a3]；20.39 人力资源管理（大一在马影河校区就读，大二起在后官湖校区就读）[M-5def93e8f6b082ed]；21.40 电子商务（大一在马影河校区就读，大三起在后官湖校区就读）[M-f06016c6a1718579]；22.41 供应链管理（大一在马影河校区就读，大二起在后官湖校区就读）[M-d917e2bfc77e9dac],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-43eaec6deac85123,STABLEGROUP-b7851513fc2615f2
R2GROUP-08acc906a164a2af,主线,M3-冲刺主线观察,冲刺观察,true,false,命中方向：计算机/AI/软件2个、电子/网络1个、机械/自动化/机器人1个、环境1个、农业1个；历史线索：H4-历史最高线高于等位分16-30分；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,组内有特殊限制待核；录取线距离偏冲,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,体检或特殊限制字段待核；需看招生章程、专业备注和第19期原页。,,H315,景德镇陶瓷大学,H31502,02,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,2,0,2,0,1,1,2,1,0,0,0,1,0,0,0,5,11,V1-偏好专业优先线索,R1-P0整组先核,H4-历史最高线高于等位分16-30分,2,26,22,155,left,1.03 无机非金属材料工程（除患有《普通高等学校招生体检工作指导意见》中第一部分所列严重疾病（严重心脏病、軍症支气管扩张、恶性肿瘤、严重精神单色病等）者学校不予录取外，色盲、识别不全均不予录取：办学地点：湘湖校区）[M-dafaa1f0250c2d7a]；2.04 环境工程（除患有《普通高等学校招生G◎◎[M-e2867b6e6e3ebf2f]；3.K AA完校代号体检工作指导意见》中第一部分所列严重疾病（严重心脏病、重症支气營扩张、恶性肿瘤、严車精神病等）者学校不千录取外，色弱、色育、单色识别不全均不予录取；办学地点：湘湖校区）[M-c50ea7f2fdfa8caf]；4.05 材料化学（除患有《普通高等学校招生体检工作指导意见，中第一部分所烈严童疾病（严重心脏病、重症支气管扩张、恶性肿瘤、严重精神病等）煮学校不予录取外，色弱、色直、单色识别不全均不予录取：办学地点：湘湖校区[M-aacaeb292c0f00f1]；5.06 材料物理（除患有《普通高等学校招生体检工作指导意见》中第一部分所列严童疾病（严重心脏病、重症支气管扒张、恶性肿瘤、严重精神病签）煮学校不子录取外，色真、单色识别不全均不予录取；办学地点：湘湖校区）[M-a62d61c712ae03d6]；6.07 粉体材料科学与工程（办学地点：湘湖[M-8a8ceef709511ea3]；7.08 新能源材料与器件（办学地点：湘湖校[M-be8e56aa63631336]；8.09 机械设计制造及其自动化（办学地点：湘湖校区）[M-d6c91e9235b8bcea]；9.10 电子科学与技术（办学地点：湘湖校计算机科学与技术（除患有《普通高等学校招生体检工作指导意见〉中第部分所列严重疾病（严重心脏病、重症恶性肿瘤、黑重精神病支气管扩张示器上识别红、一颜色数码/字母者不予录取；办学地点：湘湖校区）[M-affa333b6ee166d5]；10.12 信息与计算科学（办学地点：湘湖校[M-4217a77c4b4d180d]；11.13 人工智能（办学地点：湘湖校区）H316江西农业大学（公办）（江西）[M-821a212944c32d0a],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-95b37b0322d929ba,STABLEGROUP-de3fe861ecaea766
R2GROUP-8ee470fc2cfe658b,主线,M3-冲刺主线观察,冲刺观察,true,false,命中方向：计算机/AI/软件2个、电子/网络2个、机械/自动化/机器人1个；历史线索：H4-历史最高线高于等位分16-30分；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,结构或组内边界需先核；录取线距离偏冲,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,F204,北华航天工业学院,F20403,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,2,0,2,0,1,2,2,0,0,0,0,0,0,0,0,0,8,V1-偏好专业优先线索,R1-P0整组先核,H4-历史最高线高于等位分16-30分,2,26,24,103,right,1.07 机械设计制造及其自动化（在固安校[M-1456ebcbdbca5d98]；2.08 材料成型及控制工程（在固安校区就[M-ebc4a9050ef640ab]；3.09 电子信息工程（在固安校区就读）[M-0c5966912050d0c3]；4.10 人工智能（在固安校区就读）[M-4b6c320d3fe02610]；5.11 计算机科学与技术（在固安校区就读不招不能准确在显示器上识别红、黄、紫各颜色中任何一种颜色的饭码、子莓薯[M-7a717d0e250b8789]；6.12 道路桥梁与渡河工程（在固安校区就[M-c06b4f3b832bf056]；7.13 遥感科学与技术（在固安校区就读）[M-932872812be01095]；8.14 飞行器控制与信息工程（在固安校区就读）F205河北经贸大学（公办）（河北）[M-c171281e70b8a7ce],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-3a5a8b41d895a4d0,STABLEGROUP-210bebfeb86a8492
R2GROUP-3ccfd6aab637abc8,主线,M3-冲刺主线观察,冲刺观察,true,false,命中方向：计算机/AI/软件2个、机械/自动化/机器人3个；历史线索：H4-历史最高线高于等位分16-30分；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,结构或组内边界需先核；录取线距离偏冲,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,F685,黑龙江科技大学,F68503,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,2,0,2,0,3,0,2,0,0,0,0,0,0,0,0,0,9,V1-偏好专业优先线索,R1-P0整组先核,H4-历史最高线高于等位分16-30分,2,27,20,124,right,1.05 应用化学[M-a116dc3f95872f15]；2.06 机械设计制造及其自动化[M-5179550d8cb092cf]；3.07 电气工程及其自动化[M-a5da18d1e8bec80e]；4.08 智能测控工程[M-2783fa4c700cc681]；5.09 自动化[M-0bda34643b71335a]；6.10 计算机科学与技术[M-68f24b9c98e42976]；7.11 数据科学与大数据技术[M-7c526963f838029b]；8.12 测绘工程[M-0392fd22eec0a020]；9.13 安全工程[M-55003711f7f0dec1],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-89ca75a8d299d341,STABLEGROUP-39f59635a7d371a4
R2GROUP-fb0ada20d68730d2,主线,M4-城市/点名/历史待补观察,历史待补,true,false,命中方向：数字媒体1个、计算机/AI/软件6个、电子/网络4个、机械/自动化/机器人3个；命中优先城市：成都；历史线索：H0-无同代码历史线索；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,缺同代码历史线索,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,K153,成都信息工程大学,K15306,06,成都,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,7,1,6,0,3,4,6,0,0,0,0,0,0,0,0,0,22,V1-偏好专业优先线索,R1-P0整组先核,H0-无同代码历史线索,0,,,209,right,1.13 大气科学（办学地点：航空港校区）[M-eb78e1c31fae9e22]；2.14 应用气象学（办学地点：航空港校区）[M-4d07d36dc438349c]；3.15 电子信息工程（办学地点：航空港校[M-8281eec06d651680]；4.16 通信工程（办学地点：航空港校区）[M-38fceae625805a27]；5.17 集成电路设计与集成系统（办学地点：航空港校区）[M-9bc8176e8a744551]；6.18 测绘工程（办学地点：航空港校区）[M-64c9412f5ae649f9]；7.19 逻感科学与技术（办学地点：航空港校[M-912162e2ec586cf5]；8.20 光电信息科学与工程（办学地点：航空港校区）[M-c7159e014f39d9d4]；9.21 包象技术与工程（办学地点：航空港校[M-946c01fc445f6eb2]；10.22 电气工程及其自动化（办学地点：航空港校区）[M-117fada549583ed3]；11.23 自动化（办学地点：航空港校区）[M-1e39bff3f35b543d]；12.24 机器人工程（办学地点：航空港校区）[M-0aea883663b5fb39]；13.25 计算机科学与技术（办学地点：航空港校区）[M-11e163bdfc3a6f22]；14.26 数字媒体技术（办学地点：航空港校[M-86d92f5ab218e665]；15.27 智能科学与技术（办学地点：航空港校[M-58247d316dbd31bb]；16.28 软件工程（办学地点：航空港校区）[M-fb563329ce0a0265]；17.29 信息安全（办学地点：航空港校区）[M-e2879b097d059aee]；18.30 婆产与应用数学（办学地点：航空港校[M-026664ca0517a54d]；19.31 信息与计算科学（办学地点：航空港校区）[M-8aed30091b7482da]；20.32 密码科学与技术（办学地点：航空港校区）[M-1658de39926b83b3]；21.33 人工智能（办学地点：航空港校区）[M-f928884575f48530]；22.34 统计学（办学地点：龙泉校区）[M-9fca06fa12968fc6],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-e377a7e078e92213,STABLEGROUP-88d68f8cc025e81d
R2GROUP-a43bc52f10d37194,主线,M4-城市/点名/历史待补观察,历史待补,true,false,命中方向：计算机/AI/软件4个、电子/网络6个、机械/自动化/机器人3个；命中优先城市：北京；历史线索：H0-无同代码历史线索；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验；主线未纳入临床/口腔/中医、护理、医技、动物医学/兽医等方向；护理和动物医学/兽医暂不进入候选池,缺同代码历史线索,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,无新增体检自动阻断线索；仍需按最终入围专业逐项核章程。,,A006,北京航空航天大学,A00603,03,北京,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,4,0,4,0,3,6,4,0,0,0,0,0,0,0,0,0,10,V0-默认不进主方案风险,R1-P0整组先核,H0-无同代码历史线索,0,,,11,right,1.04 工科试验班类（未来空天领军计划：智能飞行器技术、智能制造工程、空天智能电推进技术、飞行器设计与工程、飞行器 力工程、材料科学与工程、智慧密通、人工智能、网络空间安全、电子信息工程、自动化、测控技术与仪器、微电子科学与工程、空间科学[M-1207a6fdbcfb55bb]；2.05 工科试验班类（量子科技先锋计划：计算机科学与技术、软件工程、微电子测控技术与仪器、物理科学与工程、学；办学地点：学院路校区）[M-a0a9ed68f205d33c]；3.06 物理学（拔尖学生培养计划：含物理学-做电子科学与工程双学士学位项目若考生未填报该专业志愿，则不会被豪取至本专业：办学地点：沙河校区）[M-4836bf53e1e6a67e]；4.07 微电子科学与工程（卓越人才培养试验班；办学地点：学院路校区）[M-a708f637ab29e3fd]；5.08 工科试验班类（未来工程师项目制育人试验班：人工智能、烏动化、低空技术与工程、机器人工程、车辆工程、飞行器设计与工程、飞行器控制与信息工程、飞行器动力工程；办学地点：沙河校区）G◎AI院校专业组及乏业代号[M-11c6fbee8a43d5c1]；6.09 工科试验班类（医工交叉试验班；告物医学工程、智能医学工程：色育、色弱考生不得报考；办学地点：学院路校[M-6fb39cea4ac810bd]；7.10 工科试验班类（航空航天类：貪具身智飞行器动力工程、能源与动力工程签专业；具体包含专业详见学校本科招生偵息网报考指南专栏；办学地点：沙河校区）[M-e641acac027a52c3]；8.11 工科试验班类（计算与智能科学类；含计算机科学与技术，人工智能、工程等专业：具体包含专业详见学校本科招生信息网报考指南专栏；办学地点：学院路校区）[M-7efa52629c06acb9]；9.12 工科试验班类（信息科学与技术类：含微电子科学与工程、自动化、机器人工程、测控技术与仪器等专业；具体包含专业详见学校本科招生信息网报考指南专栏：办学地点：学院路校区）[M-8a4f4f6e3a2d2c37]；10.13 理科试验班类（含信息与计算科学、数学与应用数学、应用物理学等专业具体包含专业详见学校本科招生网报考指南专栏；办学地点：沙河校区）[M-af1e5b8d9887ebac],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,G-eb69b790b7277d80,STABLEGROUP-0c01f324d0693042
