第一轮候选ID,第一轮层级,建议梯度,入选理由,风险提示,下一步核验动作,是否可作为定稿依据,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组号OCR,城市候选,公办民办机器线索,家庭底线属性动作,机器家庭匹配初判,调剂初判,偏好专业数,数字媒体技术专业数,计算机类相关专业数,师范类相关专业数,医学护理排除专业数,高收费或超预算专业数,特殊限制待核专业数,专业明细行数,机器筛选价值层级,保真核验层级,历史线索分层,同代码命中年份最大值,历史最高等位分差,历史最低等位分差,来源页码,版面列,组内完整专业清单索引,机器核验下一步,人工核验下一步,专业组出现ID,稳定基座专业组筛选ID
R1GROUP-bf0d624734f4d5e6,C3-优先城市高冲暂缓,高冲暂缓,命中偏好专业：计算机相关2个；命中优先城市：西安；历史线索：H5-历史最高线高于等位分30分以上；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,K465,西安建筑科技大学,K46504,04,西安,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,2,0,2,0,0,0,0,14,V1-偏好专业优先线索,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,3,63,30,223,left,1.04 计算机科学与技术（办学地点：草堂校[M-dd8ef508d85596c0]；2.05 通信工程（办学地点：草堂校区）[M-5980eb4523d13424]；3.06 人工智能（办学地点：草堂校区）[M-ff7d32b888e386ac]；4.07 自动化（办学地点：草堂校区）[M-4ad4d695b088006c]；5.08 机器人工程（办学地点：草堂校区）[M-8faa0cf6417b2e42]；6.09 电气工程及其自动化（办学地点：草堂校区）[M-88ecd908104be17b]；7.10 机械设计制造及其自动化（办学地点：草堂校区）[M-4f407f15b3f204f6]；8.11 光电信息科学与工程（办学地点：草堂校区）[M-a785b35533c30a89]；9.12 新能源材料与器件（办学地点：草堂校区）[M-b07fc24aaa3c52a3]；10.13 纳米材料与技术（先进能源与器件；办学地点：草堂校区）[M-3b50420a0684c9ef]；11.14 智慧交通（车路协同与智能决策；办学地点：草堂校区）[M-92103756d9f5caec]；12.15 给排水科学与工程（卓越班，韧性城市智慧水务；办学地点：草堂校区）[M-4aa5a311c6ae57dd]；13.16 环境工程（卓越班，低碳与数字环境：办学地点：草堂校区）[M-5021d2917125e1b3]；14.17 安全工程（风险顶测与灾害防治：办学A◎KA◎Z院校及专业代号地点：草堂校区）[M-f5cb51a43073b479],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-d97080b0408d9ba6,STABLEGROUP-705210bb30d127b5
R1GROUP-ae778de3b8a7efa2,C3-优先城市高冲暂缓,高冲暂缓,命中偏好专业：数字媒体技术1个、计算机相关3个；命中优先城市：北京；历史线索：H5-历史最高线高于等位分30分以上；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,结构或组内边界需先核；录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,A022,北京林业大学,A02211,11,北京,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,3,1,3,0,0,0,0,8,V1-偏好专业优先线索,R1-P0整组先核,H5-历史最高线高于等位分30分以上,2,96,90,16,left,1.36 机械设计制造及其自动化（一、二年级北京校区培养，三年级起在雄安校区培养）[M-bb349b1d20783fbc]；2.37 自动化（二、二年级在北京校区培养，三年级起在雄安校区培养）[M-c5c8b2dbfdf9fc64]；3.38 电气工程及其自动化（一、二年级在北京校区培养，三年级起在雄安校区培养）[M-6c1be4e4594cae10]；4.39 计算机类（计算机科学与技术、数字媒体技术、数据科学与大数据技术三年级北京校区培养，三年级起在雄安校区培养）二年级在北京校区培[M-db1fe898054aeeb3]；5.40 网络工程（一、养，三年级起在雄安校区培养）三年级在北京校区培[M-43f6ccd198ca6f7e]；6.41 人工智能（一、养，三年级起在雄安校区培养）[M-dc9a8103f567facd]；7.42 数学与应用数学（一、二年级在北京校区培养，三年级起在雄安校区培养二年级在北[M-5851276b20bff152]；8.43 电子信息科学与技术（一、京校区培养，三年级起在雄安校区培[M-28accce00da14532],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-db1867eb696d3ac0,STABLEGROUP-37e5d9e1aae3730b
R1GROUP-feeeed352ce62e69,C3-优先城市高冲暂缓,高冲暂缓,命中偏好专业：数字媒体技术1个；命中优先城市：成都；历史线索：H5-历史最高线高于等位分30分以上；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,K179,成都师范学院,K17905,05,成都,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,1,0,0,0,0,0,1,V1-偏好专业优先线索,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,3,40,26,212,right,1.05 数字媒体技术院校专业组及专业代号[M-b5b35c3f6ffedf7c],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-24ad0a9ce0e108f8,STABLEGROUP-60010e49cb4e68f2
R1GROUP-96642350b62912f8,C3-优先城市高冲暂缓,高冲暂缓,命中偏好专业：计算机相关2个；命中优先城市：武汉；历史线索：H5-历史最高线高于等位分30分以上；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,C109,武汉工程大学,C10905,05,武汉,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,2,0,2,0,0,0,0,6,V1-偏好专业优先线索,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,3,78,76,71,left,1.37 机器人工程（特色实验班）[M-092b9610ec39a49a]；2.38 机械设计制造及其自动化（特色实验[M-bda544450f2835dd]；3.39 电子信息工程（特色实验班）[M-04e001fbf01711ad]；4.40 计算机科学与技术（特色实验班）[M-19ce2186b729cea3]；5.41 人工智能（特色实验班）[M-f571bfe77480ddbd]；6.42 光电信息科学与工程（特色实验班）[M-f03fe1591d68a3a9],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-285321bc52306e2d,STABLEGROUP-dbf969ad028c8eb8
R1GROUP-7c7a64f2114738fc,C3-优先城市高冲暂缓,高冲暂缓,命中偏好专业：计算机相关2个；命中优先城市：西安；历史线索：H5-历史最高线高于等位分30分以上；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,K463,西安工业大学,K46303,03,西安,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,2,0,2,0,0,0,0,5,V1-偏好专业优先线索,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,3,81,69,223,left,1.04 机械电子工程（办学地点：未央校区）[M-35f303845bc723ca]；2.05 物联网工程（办学地点：未央校区）[M-0d2e5388e9fd307e]；3.06 智能建造（办学地点：未央校区）[M-29687bab4cb9bbbf]；4.07 测控技术与仪器（卓越工程师教育培养计划：办学地点：未央校区）[M-02aaf92a99982a3f]；5.08 计算机科学与技术（卓越工程师教育培养计划：办学地点：未央校区）[M-41b8978e84c06d90],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-6080ef7768d67522,STABLEGROUP-e137f5e7c696d7f9
R1GROUP-1f2dedf981462d6a,C3-优先城市高冲暂缓,高冲暂缓,命中偏好专业：计算机相关3个；命中优先城市：北京；历史线索：H5-历史最高线高于等位分30分以上；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,A054,华北电力大学（北京）,A05404,04,北京,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,3,0,3,0,0,0,0,10,V1-偏好专业优先线索,R1-P0整组先核,H5-历史最高线高于等位分30分以上,3,137,115,19,right,1.12 电气工程及其自动化（办学地点：北京[M-32393e29b3c90fcf]；2.13 智能电网信息工程（办学地点：北京校[M-6ebd5337c3053c85]；3.14 通信工程（办学地点：北京校部）[M-b546f8f699ce16f5]；4.15 电子科学与技术（办学地点：北京校[M-c57b7c42080013c4]；5.16 计算机科学与技术（办学地点：北京校•zKAG院校专业组及妻业代号[M-1f9f547fa4a7c7ae]；6.17 自动化（办学地点：北京校部）[M-cd2b791a56709d75]；7.18 人工智能（办学地点：北京校部）[M-294bbd0f99123de2]；8.19 软件工程（办学地点：北京校部）[M-3bbaab24b8d9a801]；9.20 测控技术与仪器（办学地点：北京校[M-3c94f7c3b1c2a88c]；10.21 信息与计算科学（办学地点：北京校[M-351ae44151f66fc2],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-6db119890350c5bd,STABLEGROUP-0d470da4f03eb11e
R1GROUP-b1982832fa2b417c,C3-优先城市高冲暂缓,高冲暂缓,命中偏好专业：数字媒体技术1个、计算机相关1个；命中优先城市：成都；历史线索：H5-历史最高线高于等位分30分以上；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,K151,成都理工大学,K15114,14,成都,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,2,1,1,0,0,0,0,3,V1-偏好专业优先线索,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,2,105,43,208,right,1.53 数字媒体技术（不能准确在显示器上识别红、黄、绿、蓝、紫各颜色中任何一种颜色的数码、字母者不能录取；宜宾校区就读）[M-c7fca9efc240eb35]；2.54 智能科学与技术（宜宾校区）[M-293b05f08fb67e39]；3.55 电子信息工程（宜宾校区）[M-3ddd7aeb58c23a87],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-c0ac61e747e0bdfb,STABLEGROUP-72ac485a5af8745e
R1GROUP-1fe83659495b5bd5,C3-优先城市高冲暂缓,高冲暂缓,命中偏好专业：计算机相关2个、师范相关2个；命中优先城市：北京；历史线索：H5-历史最高线高于等位分30分以上；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,A321,北京师范大学（珠海校区）,A32108,08,北京,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,2,0,2,2,0,0,0,2,V1-偏好专业优先线索,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,1,127,127,61,left,1.13 教育学（北师大教育学、北理 AI 联合学位培养项目；北京师范大学-北京理工太学“教育学+人工智能“联合学士学位培养项目；办学地点：北京师范大[M-9f499f08dd242acd]；2.14 社会科学试验班（经济学：含经济学（数据科学方向）、金融科技：办学地点：北京师范大学珠海校区）[M-745bc11054a145b0],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-d673c111006f4b30,STABLEGROUP-1951dc4e07b7c459
R1GROUP-1b81dc0778fbc963,C3-优先城市高冲暂缓,高冲暂缓,命中偏好专业：计算机相关2个；命中优先城市：武汉；历史线索：H5-历史最高线高于等位分30分以上；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,C102,武汉科技大学,C10205,05,武汉,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,2,0,2,0,0,0,0,6,V1-偏好专业优先线索,R1-P0整组先核,H5-历史最高线高于等位分30分以上,3,91,82,64,right,1.17 计算机类（含计算机科学与技术、软件王程、智能科学与技术专业；办学地点：黄家湖校区）[M-2117fd8797821520]；2.18 电气工程及其自动化（办学地点：黄家湖校区）及专业代号[M-650a6e0eca6684f6]；3.19 自动化类（含自动化、机器人工程专业；办学地点：黄家湖校区）[M-819dbccbc0e162d7]；4.20 人工智能（办学地点：黄家湖校区）[M-cb748ec55f74f6e9]；5.21 自动化类（电子信息；含电子信息工程，通信工程专业；办学地点：黄家湖校区）[M-075c0d4c8d41b52e]；6.22 网络空间安全（办学地点：黄家湖校[M-473c6bfb61a14e38],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-61223ab855324bd9,STABLEGROUP-b8e701f6befd09ac
R1GROUP-c3096c7d23f222b8,C3-优先城市高冲暂缓,高冲暂缓,命中偏好专业：计算机相关1个；命中优先城市：北京；历史线索：H5-历史最高线高于等位分30分以上；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,F013,北京物资学院,F01304,04,北京,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,0,1,V1-偏好专业优先线索,R1-P0整组先核,H5-历史最高线高于等位分30分以上,2,54,34,93,right,1.07 数据科学与大数据技术[M-3e34e2c2f9f29aa8],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-56ad8534bd076a94,STABLEGROUP-4afbd57ec2b546c5
R1GROUP-dabc72a16bf5215f,C3-优先城市高冲暂缓,高冲暂缓,命中偏好专业：计算机相关1个；命中优先城市：成都；历史线索：H5-历史最高线高于等位分30分以上；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,K172,成都大学,K17204,04,成都,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,0,8,V1-偏好专业优先线索,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,2,64,54,212,right,1.09 机械设计制造及其自动化[M-fd694bcd71dd3e44]；2.10 材料科学与工程[M-66a6d642f06626ed]；3.11 软件工程[M-0a880499176d8fd8]；4.12 环境工程[M-90ead695c32f0996]；5.13 应急技术与管理[M-b6af3069474d7bd3]；6.14 生物工程[M-2de8ac058c297c54]；7.15 化学[M-1aadaa29722f4596]；8.16 安全工程[M-476b9115bdec30b4],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-092aaa45199944b0,STABLEGROUP-15a113c4201f1c60
R1GROUP-0b4312863b99de96,C3-优先城市高冲暂缓,高冲暂缓,命中偏好专业：计算机相关1个；命中优先城市：北京；历史线索：H5-历史最高线高于等位分30分以上；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,F005,北京印刷学院,F00502,02,北京,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,0,1,V1-偏好专业优先线索,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,3,66,43,92,right,1.05 大数据管理与应用（办学地点：西校[M-5e26339eba1db213],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-8e19849d3cf8c20a,STABLEGROUP-cedea596a21bebc9
R1GROUP-119adbd487cee133,C3-优先城市高冲暂缓,高冲暂缓,命中偏好专业：计算机相关1个；命中优先城市：西安；历史线索：H5-历史最高线高于等位分30分以上；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,K469,西安工程大学,K46902,02,西安,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,0,1,V1-偏好专业优先线索,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,3,66,45,224,right,1.02 计算机科学与技术[M-feedcf7220f3c1cb],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-b79838e7d1b2975d,STABLEGROUP-b987e34b1e967f28
R1GROUP-57680dbd86a0d381,C3-优先城市高冲暂缓,高冲暂缓,命中偏好专业：计算机相关1个；命中优先城市：西安；历史线索：H5-历史最高线高于等位分30分以上；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,K467,西安石油大学,K46702,02,西安,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,0,1,V1-偏好专业优先线索,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,3,67,48,223,right,1.07 大数据管理与应用（办学地点：鄂邑校[M-1c783cf919c94cbd],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-471355313d9cb9b7,STABLEGROUP-0b21348d9917d8b0
R1GROUP-2f8c3cf042c032ce,C3-优先城市高冲暂缓,高冲暂缓,命中偏好专业：计算机相关2个；命中优先城市：北京；历史线索：H5-历史最高线高于等位分30分以上；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,结构或组内边界需先核；录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,F007,北京石油化工学院,F00703,03,北京,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,2,0,2,0,0,0,0,9,V1-偏好专业优先线索,R1-P0整组先核,H5-历史最高线高于等位分30分以上,2,53,45,93,left,1.04 化学工程与工艺（卓越工程师班；第三学年在房山校区就读，第三、四学年在天买校区就读）[M-f2ab537bae9ea1d2]；2.05 化学工程与工艺（第一二三学年 房出校区就读，第三、四学年在大兴校区就[M-212279f7983c4a78]；3.06 高分子材料与工程（第一、二学年在房山校区就读，第三、四学年在大兴校区[M-ab4158f003a44935]；4.07 机械工程（第一、二学年在房山校区就读，第三、四学年在大兴校区就读）就读，第三、四学年在大兴校区就读）三学年在房山校区就读，第三、四学年在大兴校区就读）[M-018002c0f8e98c5a]；5.10 气工程及基自动化（第一、二学年在房山校区就读，第三、四学年在大兴校[M-d8f3831dbb5a9a07]；6.11 能源与动力工程（卓越工程师班：第三学年在房山校区就读，第三、四学年在大兴校区就读）[M-1f42a0cb3ff9f028]；7.12 能源与动力工程（第一、二学年在房山校区就读，第三、四学年在大兴校区就[M-fd29a759088a23f3]；8.13 计算机科学与技术（卓越工程师班；第三学年在房山校区就读，第三、西学年在大兴校区就读）[M-add00ef9e8211567]；9.14 计算机科学与技术（第一、三学年在房山校区就读，第三、四学年在大兴校区F008 北京农学院（公办）（北京）[M-95e4a42e6f156af8],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-c826002c6359ab24,STABLEGROUP-ff322e9a3e0de7b1
R1GROUP-f39db71d26604a26,C3-优先城市高冲暂缓,高冲暂缓,命中偏好专业：计算机相关2个；命中优先城市：西安；历史线索：H5-历史最高线高于等位分30分以上；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,结构或组内边界需先核；录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,K485,西安财经大学,K48503,03,西安,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,2,0,2,0,0,0,0,3,V1-偏好专业优先线索,R1-P0整组先核,H5-历史最高线高于等位分30分以上,3,53,40,226,left,1.12 统计学（办学地点：长安校区）[M-60d147f0270e3666]；2.13 数据科学与大数据技术（办学地点：长安校区）[M-e3d983a3c304c60f]；3.14 软件工程（智能软件；办学地点：长安校区）[M-c59b2412d8f72ba3],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-145db1efc969c1b5,STABLEGROUP-bc0b374314e5a65c
R1GROUP-72e1a35e8436d2d7,C3-优先城市高冲暂缓,高冲暂缓,命中偏好专业：计算机相关2个；命中优先城市：北京；历史线索：H5-历史最高线高于等位分30分以上；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,A211,中国石油大学（北京）,A21104,04,北京,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,2,0,2,0,0,0,0,20,V1-偏好专业优先线索,R1-P0整组先核,H5-历史最高线高于等位分30分以上,3,128,104,58,right,1.06 资源勘查工程[M-7bb3267e44441a63]；2.07 石油工程[M-19005c21c4609910]；3.08 化学工程与工艺[M-624f6adf72e6e713]；4.09 能源化学工程[M-1c4fbc9e11e16089]；5.10 机械类（机器人工程、机械设计制造及其自动化）卫油气储运工程[M-c21df4fdf369ce75]；6.12 能源与动力工程[M-7244431ef2cf3316]；7.13 过程装备与控制工程[M-a1cc97d0350376c8]；8.14 勘查技术与工程[M-ad7123e69a6e3cfc]；9.15 安全工程[M-84b90d96e31a22a3]；10.16 海洋油气工程[M-942539acc23a7c7d]；11.17 材料科学与工程[M-9a70e5dd18d7584f]；12.18 储能科学与工程院校专业組及专业代号[M-579197198e0b0f1f]；13.19 新能源科学与工程[M-cbb0f057ed77fc4d]；14.20 自动化[M-a80b08e9f5766309]；15.21 人工智能[M-2edad10ecbfdf945]；16.22 电子信息工程[M-6e2581ed23606fd2]；17.23 计算机科学与技术[M-e22b746f617b87f9]；18.24 应用化学[M-a61a94afdc5eda61]；19.25 数学与应用数学[M-b60ac504d1f0a503]；20.26 石油工程（未来能源创新班）[M-9151fad9e66081d4],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-d26158cfa5600a02,STABLEGROUP-9ed9c1497c04f414
R1GROUP-94a45ebf42fc77bc,C3-优先城市高冲暂缓,高冲暂缓,命中偏好专业：计算机相关1个；命中优先城市：武汉；历史线索：H5-历史最高线高于等位分30分以上；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,C102,武汉科技大学,C10206,06,武汉,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,0,7,V1-偏好专业优先线索,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,2,85,77,65,left,1.23 材料物理（新能源材料和计算物理方向：办学地点：黄家湖校区）[M-cf6b257bd60ba76a]；2.24 工程力学（数賀力学与智能爆破方向；办学地点：黄家湖校区）[M-0cb7dda30de33d5d]；3.25 统计学（大数据分析方向；办学地点：黄家湖校区）[M-bfd2b79ad97cb509]；4.26 值息与计算科学（办学地点：黄家湖校[M-48fc597044fc1f89]；5.27 安全工程（办学地点：黄家湖校区）[M-3092d711fec9f1f7]；6.28 环境工程（数智环境技术方向：办学地点：黄家湖校区）[M-4a71501981659856]；7.29 集成电路设计与集成系统（办学地点：黄家湖校区）[M-b01789600a3983f7],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-8d4c71cf955fbf2e,STABLEGROUP-a05314d6fabcd0d1
R1GROUP-a4e8e3b6b400aa6b,C3-优先城市高冲暂缓,高冲暂缓,命中优先城市：成都；历史线索：H5-历史最高线高于等位分30分以上；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,K179,成都师范学院,K17903,03,成都,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,普通备选待了解-未命中当前偏好且未触发自动阻断,可进入人工调剂接受度判断,0,0,0,0,0,0,0,1,V3-历史线索普通留存,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,3,41,22,212,right,1.03 食品质量与安全[M-8a2fd1710a8edab0],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-f2b3452ad8a7f8d7,STABLEGROUP-080a35c7784b9919
R1GROUP-eaad4da1fd9c9db8,C3-优先城市高冲暂缓,高冲暂缓,命中优先城市：北京；历史线索：H5-历史最高线高于等位分30分以上；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,F013,北京物资学院,F01303,03,北京,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,普通备选待了解-未命中当前偏好且未触发自动阻断,可进入人工调剂接受度判断,0,0,0,0,0,0,0,1,V3-历史线索普通留存,R1-P0整组先核,H5-历史最高线高于等位分30分以上,2,44,5,93,right,1.04 金融学（期货与证券实验班）[M-e93430338afe1d87],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-91b7b0139830f9a6,STABLEGROUP-1c04c33d16a71f6d
R1GROUP-11623451480e64fa,C3-优先城市高冲暂缓,高冲暂缓,命中偏好专业：计算机相关1个；命中优先城市：武汉；历史线索：H5-历史最高线高于等位分30分以上；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,C102,武汉科技大学,C10204,04,武汉,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,0,3,V1-偏好专业优先线索,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,3,99,96,64,right,1.14 计算机科学与技术（拔尖创新人才试验班；办学地点：黄家湖校区）[M-f17557756b448233]；2.15 自动化（拔尖创新人才试验班；办学地点：黄家湖校区）[M-337318373b15beff]；3.16 电子信息工程（拔尖创新人才试验班：办学地点：黄家湖校区）[M-b0d480ff8e8243ec],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-a07d2d25784ff671,STABLEGROUP-4898c0e4ec48006c
