第二轮候选ID,第二轮池,第二轮层级,建议梯度,专业角色判断,第二轮方向标签,是否可作为定稿依据,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组内专业序号,专业代号OCR,专业名称及备注短摘,专业偏好方向,机器专业接受度初判,专业风险类型,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,字段缺口数,字段缺口字段,人工核验优先级,人工核验强度,是否必须100%人工核验,PDF原页核验状态,湖北官方系统核验状态,高校官网证据匹配状态,历史线索分层,历史最高等位分差,历史最低等位分差,来源页码,版面列,专业行ID,专业组出现ID
R2GROUP-7a13b079197b0f9e,主线,M1-保底稳妥主线优先,稳妥观察,字段缺口待核,,false,K779,新疆理工学院,K77903,7,19,食品卫生与营养学,,默认不能接受-医学护理等排除方向,医学/护理等排除方向,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-ef0176f3cd42b6e6,G-11987cdfba1d7cb7
R2GROUP-7a13b079197b0f9e,主线,M1-保底稳妥主线优先,稳妥观察,字段缺口待核,,false,K779,新疆理工学院,K77903,8,20,食品科学与工程,,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-fd16ebff85bc7357,G-11987cdfba1d7cb7
R2GROUP-7a13b079197b0f9e,主线,M1-保底稳妥主线优先,稳妥观察,字段缺口待核,,false,K779,新疆理工学院,K77903,9,21,信息与计算科学,,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-5188f591a6cea37b,G-11987cdfba1d7cb7
R2GROUP-7a13b079197b0f9e,主线,M1-保底稳妥主线优先,稳妥观察,字段缺口待核,,false,K779,新疆理工学院,K77903,10,22,应用物理学,,待了解-未命中当前偏好方向,,,,2,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-c90717c10324dbb2,G-11987cdfba1d7cb7
R2GROUP-7a13b079197b0f9e,主线,M1-保底稳妥主线优先,稳妥观察,主线偏好-工科信息制造,机械自动化机器人,false,K779,新疆理工学院,K77903,11,23,机械设计制造及其自动化,,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-baad839ae4b04b3d,G-11987cdfba1d7cb7
R2GROUP-7a13b079197b0f9e,主线,M1-保底稳妥主线优先,稳妥观察,主线偏好-工科信息制造,机械自动化机器人,false,K779,新疆理工学院,K77903,12,24,机械电子工程,,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-f93cce94b286a7b8,G-11987cdfba1d7cb7
R2GROUP-7a13b079197b0f9e,主线,M1-保底稳妥主线优先,稳妥观察,主线偏好-工科信息制造,机械自动化机器人,false,K779,新疆理工学院,K77903,13,25,机器人工程,,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-c05e542c665152c3,G-11987cdfba1d7cb7
R2GROUP-7a13b079197b0f9e,主线,M1-保底稳妥主线优先,稳妥观察,主线偏好-工科信息制造,机械自动化机器人,false,K779,新疆理工学院,K77903,14,26,电气工程及其自动化,,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-af581406ddcaf646,G-11987cdfba1d7cb7
R2GROUP-7a13b079197b0f9e,主线,M1-保底稳妥主线优先,稳妥观察,字段缺口待核,,false,K779,新疆理工学院,K77903,15,27,测控技术与仪器,,待了解-未命中当前偏好方向,,,,2,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-91db0bb4e627a35a,G-11987cdfba1d7cb7
R2GROUP-7a13b079197b0f9e,主线,M1-保底稳妥主线优先,稳妥观察,字段缺口待核,,false,K779,新疆理工学院,K77903,16,28,材料成型及控制工程,,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-95800106dd891216,G-11987cdfba1d7cb7
R2GROUP-7a13b079197b0f9e,主线,M1-保底稳妥主线优先,稳妥观察,字段缺口待核,,false,K779,新疆理工学院,K77903,17,29,纺织工程,,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-e4df36b775c23497,G-11987cdfba1d7cb7
R2GROUP-7a13b079197b0f9e,主线,M1-保底稳妥主线优先,稳妥观察,主线偏好-工科信息制造,电子信息网络,false,K779,新疆理工学院,K77903,18,30,通信工程,,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-13e9a4bf0eedb5b4,G-11987cdfba1d7cb7
R2GROUP-7a13b079197b0f9e,主线,M1-保底稳妥主线优先,稳妥观察,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,K779,新疆理工学院,K77903,19,31,计算机科学与技术,计算机类相关,优先了解-命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-32d21b79fc6cf598,G-11987cdfba1d7cb7
R2GROUP-7a13b079197b0f9e,主线,M1-保底稳妥主线优先,稳妥观察,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,K779,新疆理工学院,K77903,20,32,智能科学与技术,计算机类相关,优先了解-命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-e934d55262e1e997,G-11987cdfba1d7cb7
R2GROUP-7a13b079197b0f9e,主线,M1-保底稳妥主线优先,稳妥观察,主线偏好-计算机/数字媒体,数字媒体技术,false,K779,新疆理工学院,K77903,21,33,数字媒体技术,数字媒体技术,优先了解-命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-0ae549c5cc552c9e,G-11987cdfba1d7cb7
R2GROUP-7a13b079197b0f9e,主线,M1-保底稳妥主线优先,稳妥观察,主线偏好-工科信息制造,电子信息网络,false,K779,新疆理工学院,K77903,22,34,医学信息工程,,默认不能接受-医学护理等排除方向,医学/护理等排除方向,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-1718d0f6eeb9ee17,G-11987cdfba1d7cb7
R2GROUP-7a13b079197b0f9e,主线,M1-保底稳妥主线优先,稳妥观察,主线偏好-工科信息制造,电子信息网络,false,K779,新疆理工学院,K77903,23,35,电子信息工程,,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-67fa15f1907821b4,G-11987cdfba1d7cb7
R2GROUP-7a13b079197b0f9e,主线,M1-保底稳妥主线优先,稳妥观察,字段缺口待核,,false,K779,新疆理工学院,K77903,24,36,低空技术与工程,,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-609c26f9fef06754,G-11987cdfba1d7cb7
R2GROUP-7a13b079197b0f9e,主线,M1-保底稳妥主线优先,稳妥观察,字段缺口待核,,false,K779,新疆理工学院,K77903,25,37,过程装备与控制工程,,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-6e7cbb06ef8c89eb,G-11987cdfba1d7cb7
R2GROUP-7a13b079197b0f9e,主线,M1-保底稳妥主线优先,稳妥观察,字段缺口待核,,false,K779,新疆理工学院,K77903,26,38,能源化学工程,,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-991db8ad67d7ad31,G-11987cdfba1d7cb7
R2GROUP-7a13b079197b0f9e,主线,M1-保底稳妥主线优先,稳妥观察,字段缺口待核,,false,K779,新疆理工学院,K77903,27,39,能源服务工程,,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-99b382a943c648a6,G-11987cdfba1d7cb7
R2GROUP-7a13b079197b0f9e,主线,M1-保底稳妥主线优先,稳妥观察,字段缺口待核,,false,K779,新疆理工学院,K77903,28,40,材料化学,,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-b2ae93cc47b2abf7,G-11987cdfba1d7cb7
R2GROUP-7a13b079197b0f9e,主线,M1-保底稳妥主线优先,稳妥观察,字段缺口待核,,false,K779,新疆理工学院,K77903,29,41,储能科学与工程,,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-7618f05e6e06c1f1,G-11987cdfba1d7cb7
R2GROUP-7a13b079197b0f9e,主线,M1-保底稳妥主线优先,稳妥观察,字段缺口待核,,false,K779,新疆理工学院,K77903,30,42,能源与环境系统工程,,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-15b903a8527e15c4,G-11987cdfba1d7cb7
R2GROUP-7a13b079197b0f9e,主线,M1-保底稳妥主线优先,稳妥观察,字段缺口待核,,false,K779,新疆理工学院,K77903,31,43,化学工程与工艺,,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-60990a381bdee4b7,G-11987cdfba1d7cb7
R2GROUP-7a13b079197b0f9e,主线,M1-保底稳妥主线优先,稳妥观察,字段缺口待核,,false,K779,新疆理工学院,K77903,32,44,化工安全工程K781 新疆第二医学院（公办）（新疆）,,默认不能接受-医学护理等排除方向,医学/护理等排除方向,,38,4500,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-90fd3d7521baa33e,G-11987cdfba1d7cb7
R2GROUP-7cfb2aa6c36cba3a,主线,M1-保底稳妥主线优先,稳妥观察,可了解-师范,师范类相关,false,F192,廊坊师范学院,F19202,1,05,学前教育（师范类；办学地点：廊坊校,师范类相关,优先了解-命中当前偏好方向,,,,4600,2,再选科目；专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,0,-14,101,right,M-27660ebcc50bac90,G-e63fb5861f1dcee2
R2GROUP-7cfb2aa6c36cba3a,主线,M1-保底稳妥主线优先,稳妥观察,字段缺口待核,,false,F192,廊坊师范学院,F19202,2,06,新闻学（办学地点：廊坊校区）,,待了解-未命中当前偏好方向,,,2,4600,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,0,-14,101,right,M-d73bee87d264c211,G-e63fb5861f1dcee2
R2GROUP-7cfb2aa6c36cba3a,主线,M1-保底稳妥主线优先,稳妥观察,可了解-师范,师范类相关,false,F192,廊坊师范学院,F19202,3,07,历史学（师范类；办学地点：廊坊校区）,师范类相关,优先了解-命中当前偏好方向,,,2,4600,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,0,-14,101,right,M-499d72dd2f774902,G-e63fb5861f1dcee2
R2GROUP-7cfb2aa6c36cba3a,主线,M1-保底稳妥主线优先,稳妥观察,可了解-管理/旅游,工商旅游管理,false,F192,廊坊师范学院,F19202,4,08,会计学（办学地点：空港校区）XGAAI专业组及专业,,待了解-未命中当前偏好方向,,,2,5060,1,再选科目,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,0,-14,101,right,M-7110a2c5f3beaddb,G-e63fb5861f1dcee2
R2GROUP-81716439d2332917,主线,M1-保底稳妥主线优先,稳妥观察,主线偏好-工科信息制造,电子信息网络,false,C138,湖北理工学院,C13811,1,54,电子信息工程,,待了解-未命中当前偏好方向,,,96,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-9,-14,79,right,M-48b1a305b9c7e86e,G-dc838b805da2befe
R2GROUP-81716439d2332917,主线,M1-保底稳妥主线优先,稳妥观察,主线偏好-工科信息制造,电子信息网络,false,C138,湖北理工学院,C13811,2,55,通信工程,,待了解-未命中当前偏好方向,,,51,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-9,-14,79,right,M-9b4e65a692074a76,G-dc838b805da2befe
R2GROUP-81716439d2332917,主线,M1-保底稳妥主线优先,稳妥观察,主线偏好-工科信息制造,机械自动化机器人,false,C138,湖北理工学院,C13811,3,56,电气工程及其自动化,,待了解-未命中当前偏好方向,,,91,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-9,-14,79,right,M-128214aede4ecfe0,G-dc838b805da2befe
R2GROUP-81716439d2332917,主线,M1-保底稳妥主线优先,稳妥观察,主线偏好-工科信息制造,机械自动化机器人,false,C138,湖北理工学院,C13811,4,57,自动化,,待了解-未命中当前偏好方向,,化学,52,4000,0,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-9,-14,79,right,M-0154a57fcc7c7e79,G-dc838b805da2befe
R2GROUP-86252ae80a61b13f,主线,M3-冲刺主线观察,冲刺观察,字段缺口待核,,false,H658,吉首大学,H65803,1,07,中药学（办学地点：吉首校区）,,默认不能接受-医学护理等排除方向,医学/护理等排除方向,「化学,,2,1,专业计划数,P0-本轮候选/冲突/结构强阻断先核,H0-100%人工核验,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,29,9,178,right,M-94de24a91bf8bd35,G-c8b493dc6a7ab76e
R2GROUP-86252ae80a61b13f,主线,M3-冲刺主线观察,冲刺观察,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,H658,吉首大学,H65803,2,08,计算机科学与技术（办学地点：吉首校,计算机类相关,优先了解-命中当前偏好方向,,,,5900,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,29,9,178,right,M-e4465a979033fbef,G-c8b493dc6a7ab76e
R2GROUP-86252ae80a61b13f,主线,M3-冲刺主线观察,冲刺观察,主线偏好-工科信息制造,电子信息网络,false,H658,吉首大学,H65803,3,09,通信工程（办学地点：吉首校区）,,待了解-未命中当前偏好方向,,,,5900,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,29,9,178,right,M-f230e1c53d4eef89,G-c8b493dc6a7ab76e
R2GROUP-86252ae80a61b13f,主线,M3-冲刺主线观察,冲刺观察,主线偏好-工科信息制造,机械自动化机器人,false,H658,吉首大学,H65803,4,10,机械设计制造及其自动化（办学地点：吉首校区）,,待了解-未命中当前偏好方向,,,,5900,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,29,9,178,right,M-77f3b5c9a547350a,G-c8b493dc6a7ab76e
R2GROUP-86252ae80a61b13f,主线,M3-冲刺主线观察,冲刺观察,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,H658,吉首大学,H65803,5,1,软件工程（办学地点：吉首校区）,计算机类相关,优先了解-命中当前偏好方向,,,,5900,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,29,9,178,right,M-0315ca9423bf8e4f,G-c8b493dc6a7ab76e
R2GROUP-86252ae80a61b13f,主线,M3-冲刺主线观察,冲刺观察,字段缺口待核,,false,H658,吉首大学,H65803,6,12,食品科学与工程（办学地点：吉首校,,待了解-未命中当前偏好方向,,,,5900,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,29,9,178,right,M-2bde3b877640c1fd,G-c8b493dc6a7ab76e
R2GROUP-86252ae80a61b13f,主线,M3-冲刺主线观察,冲刺观察,可了解-师范,师范类相关,false,H658,吉首大学,H65803,7,13,化学（师范类；办学地点：吉首校区）,师范类相关,优先了解-命中当前偏好方向,,,10,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,29,9,178,right,M-09c521e1cb723021,G-c8b493dc6a7ab76e
R2GROUP-888a49eab62c90b0,主线,M4-城市/点名/历史待补观察,历史待补,可了解-师范,师范类相关,false,K003,海南师范大学,K00316,1,35,数学与应用数学（师范类；办学地点桂林洋校区）,师范类相关,优先了解-命中当前偏好方向,,,8,4620,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,201,right,M-9533d021d52fdb75,G-513747ad7c67d888
R2GROUP-888a49eab62c90b0,主线,M4-城市/点名/历史待补观察,历史待补,字段缺口待核,,false,K003,海南师范大学,K00316,2,36,统计学（办学地点：桂林洋校区）,,待了解-未命中当前偏好方向,,,2,4620,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,201,right,M-6d1a328c96f2559e,G-513747ad7c67d888
R2GROUP-888a49eab62c90b0,主线,M4-城市/点名/历史待补观察,历史待补,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,K003,海南师范大学,K00316,3,37,数据科学与大数据技术（办学地点：桂林洋校区）,计算机类相关,优先了解-命中当前偏好方向,,,2,4620,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,201,right,M-92f51a3cef791373,G-513747ad7c67d888
R2GROUP-888a49eab62c90b0,主线,M4-城市/点名/历史待补观察,历史待补,可了解-师范,师范类相关,false,K003,海南师范大学,K00316,4,38,物理学（师范类；办学地点：龙昆南校,师范类相关,优先了解-命中当前偏好方向,,,8,4620,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,201,right,M-f53424b1e9b0563d,G-513747ad7c67d888
R2GROUP-888a49eab62c90b0,主线,M4-城市/点名/历史待补观察,历史待补,主线偏好-工科信息制造,机械自动化机器人,false,K003,海南师范大学,K00316,5,39,自动化（办学地点：龙昆南校区）,,待了解-未命中当前偏好方向,,,5,4620,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,201,right,M-063916eec95523d2,G-513747ad7c67d888
R2GROUP-888a49eab62c90b0,主线,M4-城市/点名/历史待补观察,历史待补,主线偏好-工科信息制造,电子信息网络,false,K003,海南师范大学,K00316,6,40,电子信息科学与技术（办学地点：龙昆南校区）,,待了解-未命中当前偏好方向,,,3,4620,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,201,right,M-50b8ce6c5e348aa7,G-513747ad7c67d888
R2GROUP-888a49eab62c90b0,主线,M4-城市/点名/历史待补观察,历史待补,主线偏好-工科信息制造,电子信息网络,false,K003,海南师范大学,K00316,7,41,光电信息科学与工程（办学地点：龙昆南校区）,,待了解-未命中当前偏好方向,,,6,4620,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,201,right,M-73b70082e3abed61,G-513747ad7c67d888
R2GROUP-888a49eab62c90b0,主线,M4-城市/点名/历史待补观察,历史待补,主线偏好-计算机/数字媒体,计算机AI软件,false,K003,海南师范大学,K00316,8,42,网络空间安全（办学地点：桂林洋校,,待了解-未命中当前偏好方向,,,3,4620,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,201,right,M-81589dc8019e5583,G-513747ad7c67d888
R2GROUP-888a49eab62c90b0,主线,M4-城市/点名/历史待补观察,历史待补,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,K003,海南师范大学,K00316,9,43,人工智能（办学地点：桂林洋校区）,计算机类相关,优先了解-命中当前偏好方向,,化学,2,4620,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H0-无同代码历史线索,,,201,right,M-9fe91b014e5fde5e,G-513747ad7c67d888
R2GROUP-8ee470fc2cfe658b,主线,M3-冲刺主线观察,冲刺观察,主线偏好-工科信息制造,机械自动化机器人,false,F204,北华航天工业学院,F20403,1,07,机械设计制造及其自动化（在固安校,,待了解-未命中当前偏好方向,,化学,3,5390,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,26,24,103,right,M-1456ebcbdbca5d98,G-3a5a8b41d895a4d0
R2GROUP-8ee470fc2cfe658b,主线,M3-冲刺主线观察,冲刺观察,字段缺口待核,,false,F204,北华航天工业学院,F20403,2,08,材料成型及控制工程（在固安校区就,,待了解-未命中当前偏好方向,,,2,5390,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,26,24,103,right,M-ebc4a9050ef640ab,G-3a5a8b41d895a4d0
R2GROUP-8ee470fc2cfe658b,主线,M3-冲刺主线观察,冲刺观察,主线偏好-工科信息制造,电子信息网络,false,F204,北华航天工业学院,F20403,3,09,电子信息工程（在固安校区就读）,,待了解-未命中当前偏好方向,,,3,5390,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,26,24,103,right,M-0c5966912050d0c3,G-3a5a8b41d895a4d0
R2GROUP-8ee470fc2cfe658b,主线,M3-冲刺主线观察,冲刺观察,主线偏好-计算机/数字媒体,计算机AI软件；计算机类相关,false,F204,北华航天工业学院,F20403,4,10,人工智能（在固安校区就读）,计算机类相关,优先了解-命中当前偏好方向,,,2,4900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H4-历史最高线高于等位分16-30分,26,24,103,right,M-4b6c320d3fe02610,G-3a5a8b41d895a4d0
