第四轮候选ID,第四轮来源口径,讨论集合,是否进入优先讨论,是否可作为定稿依据,城市,城市来源,教育部所在地,教育部所在地命中城市,原城市候选,城市口径提醒,所在地使用边界,城市字段状态,校区字段状态,省份,主管部门,学校登记备注,院校代码,院校名称,院校专业组代码,专业组号,历史线索分层,冲稳保,冲稳保解释,与515关系,2026考生分数,2026考生位次,2025等位分,2024等位分,2023等位分,2025投档分,2025等位分差,2024投档分,2024等位分差,2023投档分,2023等位分差,同代码命中年份数,同代码命中年份,三年投档分范围,等位分差摘要,历史线使用口径,再选要求跨年变化,历史组名疑似不一致,公办民办机器线索,家庭底线属性动作,专业明细行数,数字媒体技术专业数,计算机类相关专业数,计算机AI软件专业数,电子信息网络专业数,机械自动化机器人专业数,师范类相关专业数,工商旅游管理专业数,环境工程科学专业数,农业不含动物相关专业数,高收费或超预算专业数,护理助产专业数,动物医学兽医专业数,临床口腔中医暂缓专业数,医技护理康复专业数,特殊限制待核专业数,调剂初判,完整专业组接受度初判,组内专业摘录,办学地点线索,来源页码,版面列,保真核验层级,机器核验下一步,人工核验下一步,下一步核验动作,讨论排序分,专业组出现ID,稳定基座专业组筛选ID
R4GROUP-2bfd98cccce2dc7b,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,高冲暂缓索引,false,false,石家庄市,教育部所在地,石家庄市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,machine_ocr_remark_candidate_unverified,河北省,河北省,,F198,石家庄铁道大学,F19808,08,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 52 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；546-494=+52；历史最高等位分差=52。,515,91723,494,497,481,546,546-494=+52,,,,,1,2025,546,546-494=+52,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,暂不判断-特殊限制待核,主线机器门禁通过，仍需完整专业组人工核验。,1.46 交通运输（卓越计划班；色觉异常1度（俗称色盲）者不予录取；办学地点：龙山校区）[M-c8ed81f2d6a2c7c3]；2.47 交通运输（色觉异常I度（俗称色育）者不予录取；办学地点：龙山校区）[M-e3b96ddd507c51e5]；3.48 无机非金属材料工程（色觉异常1度（俗称色盲）者不予录取；办学地点：龙山校区）[M-0f69a8ebdc94f973]；4.49 应用物理学（色觉异常1度（俗称色盲）者不予录取：办学地点：龙山校区）[M-df3fe2aa6870e026]；5.50 计算机科学与技术（不能准确在显示路上迟别红、黄、绿、蓝、紫各颜色中任何一种颜色的数码、字母者不予录取：办学地点：龙山校区）[M-ac57377d360bdcc8],龙山校区,103,left,R2-P1页列集中核,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,-27.0,G-94d9dbe4cc75734c,STABLEGROUP-2af5b33c1a465972
R4GROUP-7fdd3edc05810956,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,高冲暂缓索引,false,false,石家庄市,教育部所在地,石家庄市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,河北省,河北省,,F181,河北科技大学,F18104,04,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 36 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；517-481=+36；522-494=+28；历史最高等位分差=36。,515,91723,494,497,481,522,522-494=+28,,,517,517-481=+36,2,2023；2025,517-522,517-481=+36；522-494=+28,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,true,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,暂不判断-特殊限制待核,主线机器门禁通过，仍需完整专业组人工核验。,1.04 财务管理（单色识别不全考生不予录取）[M-3be9b443e75293bf],,100,right,R1-P0整组先核,按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,-30.0,G-95e7d9fae8c01c8e,STABLEGROUP-9a36f6bfdcb25c44
R4GROUP-19c7596219d1eac2,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,高冲暂缓索引,false,false,石家庄市,教育部所在地,石家庄市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,河北省,河北省,,F188,河北师范大学,F18807,07,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 72 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；553-481=+72；历史最高等位分差=72。,515,91723,494,497,481,,,,,553,553-481=+72,1,2023,553,553-481=+72,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,调剂风险线索-组内存在默认不能接受专业,主线机器门禁通过，仍需完整专业组人工核验。,1.08 药学（不招色盲、色弱考生）[M-33ad0ea8e1209de5]；2.09 化学（师范类：不招色盲、色弱考生）[M-d9004a37d011062a],,101,right,R2-P1页列集中核,先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,-37.0,G-218b584eac4e937d,STABLEGROUP-b7d19f75df7bdca4
R4GROUP-afb46bef0128eaf9,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,高冲暂缓索引,false,false,石家庄市,教育部所在地,石家庄市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,河北省,河北省,,F188,河北师范大学,F18805,05,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 76 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；557-481=+76；534-497=+37；540-494=+46；历史最高等位分差=76。,515,91723,494,497,481,540,540-494=+46,534,534-497=+37,557,557-481=+76,3,2023；2024；2025,534-557,557-481=+76；534-497=+37；540-494=+46,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,true,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,暂不判断-特殊限制待核,主线机器门禁通过，仍需完整专业组人工核验。,1.05 英语（师范类：外语语种：英语）[M-6fd0da08a0a7b2c2],,101,right,R3-P2官网后人工确认,先自动核高校官网/章程来源，再人工确认费用、校区、调剂范围。,官网只作辅证，不能替代湖北省招办计划。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,-38.0,G-83da308f1064ff71,STABLEGROUP-146ada1f28ec394f
R4GROUP-cc2b079d7b4ea6d8,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,高冲暂缓索引,false,false,石家庄市,教育部所在地,石家庄市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,河北省,河北省,,F205,河北经贸大学,F20502,02,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 76 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；557-481=+76；529-497=+32；519-494=+25；历史最高等位分差=76。,515,91723,494,497,481,519,519-494=+25,529,529-497=+32,557,557-481=+76,3,2023；2024；2025,519-557,557-481=+76；529-497=+32；519-494=+25,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,暂不判断-特殊限制待核,主线机器门禁通过，仍需完整专业组人工核验。,1.08 贸易经济◎GA院校专业组及专业代号[M-643c2520e3fc6225]；2.09 财政学[M-1df1490b86599157]；3.10 税收学[M-89cf65eb0d0e0d74]；4.11 财务管理[M-11ab20172f21e42b]；5.12 法学[M-302ff8482950a35c]；6.13 英语（外语语种：英语）[M-faef767a7df03d2b]；7.14 旅游管理[M-4daa66c51f641832],,103,right,R1-P0整组先核,按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,-38.0,G-46fbfcb6e3ed9691,STABLEGROUP-371df2c637533e81
R4GROUP-8c27136a3c93364a,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,高冲暂缓索引,false,false,石家庄市,教育部所在地,石家庄市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,machine_ocr_remark_candidate_unverified,河北省,河北省,,F198,石家庄铁道大学,F19805,05,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 78 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；559-481=+78；538-494=+44；历史最高等位分差=78。,515,91723,494,497,481,538,538-494=+44,,,559,559-481=+78,2,2023；2025,538-559,559-481=+78；538-494=+44,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,true,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,暂不判断-特殊限制待核,主线机器门禁通过，仍需完整专业组人工核验。,1.11 工程管理（不能准确识别红、黄、绿、蓝、紫各种颜色中任何一种颜色单号线、按键、信号灯、几何图形者不子录取；办学地点：龙山校区）[M-a54902627558e423]；2.12 盒计学（不能准确识别紅、黄、绿、蓝、紫各种颜色中任何一种颜色的导线、按键、信号灯、八何图形者不予录取；办学地点：龙山校区）[M-dff625c3136b302b]；3.13 金融学（不能准确识别紅、黃、绿、蓝、紫各种颜色中任何一种颜色的导线、按键、信号灯、几何图形者不予录取；办学地点：龙山校区）[M-b5a5230f69a8268f]；4.14 财务管理（不能准确识别红、黄、绿、蓝、紫各种颜鲁中任何一种颜鱼與号线、按键、信号灯、几何图形者不予录取：办学地点：龙山校区）[M-6faa59eb61cef6f3]；5.15 数字经济（不能准确识别红、黄、绿、蓝、紫各种颜色中任何一种颜色的导线、按键、信号灯、几何图形者不予录取；办学地点：龙山校区）[M-418e61d96f29b3f7],龙山校区,102,right,R1-P0整组先核,按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,-40.5,G-56038b58609a0b1d,STABLEGROUP-87bd7ba8b7fa9a83
R4GROUP-3e0c184e26c27506,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,高冲暂缓索引,false,false,石河子市,教育部所在地,石河子市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,新疆维吾尔自治区,新疆生产建设兵团,,K750,石河子大学,K75002,02,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 80 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；561-481=+80；562-497=+65；541-494=+47；历史最高等位分差=80。,515,91723,494,497,481,541,541-494=+47,562,562-497=+65,561,561-481=+80,3,2023；2024；2025,541-562,561-481=+80；562-497=+65；541-494=+47,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.07 建筑学（学制：五年）[M-eababf389f87f670]；2.08 工商管理类（工商管理、市场营销）[M-c34d1b61eb14fc58]；3.09 会计学[M-15df86c73dd5e745]；4.10 会计学（拔尖创新班）[M-dc0566cab88fa851]；5.11 审计学[M-2b3d97b094b660af]；6.12 经济学类（金融学、经济学、国际经济[M-303afff2f503838b]；7.13 數字经济[M-092fc007c279eb83]；8.14 农林经济管理[M-fc56ebf4f08d8aeb]；9.15 法学[M-2c78978a8a666360],,233,right,R2-P1页列集中核,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,-19.0,G-d6ea5434ac55721e,STABLEGROUP-aead683b738e8ee8
R4GROUP-b8bd0101390bb8b5,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,高冲暂缓索引,false,false,石河子市,教育部所在地,石河子市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,新疆维吾尔自治区,新疆生产建设兵团,,K750,石河子大学,K75004,04,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 76 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；550-481=+69；572-497=+75；570-494=+76；历史最高等位分差=76。,515,91723,494,497,481,570,570-494=+76,572,572-497=+75,550,550-481=+69,3,2023；2024；2025,550-572,550-481=+69；572-497=+75；570-494=+76,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,true,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,暂不判断-组内结构异常需先核页,组内结构需先核,1.46 软件工程（NIIT 班；只招收有专业志ZGA◎A。院校专业组及专业代号愿考生，详见招生章程）K751 新疆医科大学（公办）（新疆）[M-20977b86c9fb01ef],,233,right,R1-P0整组先核,按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,-37.0,G-2dadbbe6608ac056,STABLEGROUP-4c0d04e36e98080c
R4GROUP-a22b8fa5f0b6a5d4,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,高冲暂缓索引,false,false,福州市,教育部所在地,福州市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,machine_ocr_remark_candidate_unverified；pending_campus_or_location_review,福建省,福建省,,H223,福建师范大学,H22303,03,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 97 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；578-481=+97；579-497=+82；555-494=+61；历史最高等位分差=97。,515,91723,494,497,481,555,555-494=+61,579,579-497=+82,578,578-481=+97,3,2023；2024；2025,555-579,578-481=+97；579-497=+82；555-494=+61,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,true,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,7,0,3,4,1,0,1,0,1,0,0,0,0,0,0,2,暂不判断-特殊限制待核,主线机器门禁通过，仍需完整专业组人工核验。,1.06 网络空间安全（含国家网络安全人才与创新（福州）基地实验班：办学地点：旗山校区）[M-4340a2dc9c484ddf]；2.07 计算机科学与技术（办学地点：旗山校[M-d3b18536f956565a]；3.08 软件工程（办学地点：旗山校区）[M-72e9489671cddca2]；4.09 环境工程（不招色盲、色弱考生：办学地点：旗山校区）[M-b4cda7066ba2e2ac]；5.10 高分子材料与工程（不招色盲、色弱考生：办学地点：旗山校区）[M-5ab96b9ee8164a42]；6.1 惠子信息类（电子億息工程、通信工程；办学地点：旗山校区）[M-a8706107af9c8b77]；7.12 数学与应用数学（师范类；包含”数学与应用数学+人工智能“双学士学位复合型人才培养项目；办学地点：旗山校[M-2bcafec4e91b0d63],旗山校区,148,left,R2-P1页列集中核,按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,-5.25,G-f575c29658b20775,STABLEGROUP-6752ac09b5265462
R4GROUP-9846f932a3963372,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,高冲暂缓索引,false,false,福州市,教育部所在地,福州市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review,福建省,福建省,,H216,福州大学,H21604,04,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 119 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；600-481=+119；599-497=+102；601-494=+107；历史最高等位分差=119。,515,91723,494,497,481,601,601-494=+107,599,599-497=+102,600,600-481=+119,3,2023；2024；2025,599-601,600-481=+119；599-497=+102；601-494=+107,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,true,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,可进入人工调剂接受度判断,主线机器门禁通过，仍需完整专业组人工核验。,1.10 电子信息工程（闽台高校联合培养人才项目：闽台合作 4+0，在泉州市晋江[M-557dbcfba5602821],,147,right,R1-P0整组先核,按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,-32.75,G-c997886842bd700e,STABLEGROUP-ee2621328bb6b3c9
R4GROUP-bf8574adb3d99279,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,高冲暂缓索引,false,false,福州市,教育部所在地,福州市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,pending_campus_or_location_review；machine_ocr_remark_candidate_unverified,福建省,福建省,,H217,福建理工大学,H21702,02,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 42 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；523-481=+42；532-497=+35；524-494=+30；历史最高等位分差=42。,515,91723,494,497,481,524,524-494=+30,532,532-497=+35,523,523-481=+42,3,2023；2024；2025,523-532,523-481=+42；532-497=+35；524-494=+30,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,暂不判断-组内结构异常需先核页,组内结构需先核,1.03 机械设计制造及其自动化（办学地点：[M-add81e812448b3de]；2.04 车辆工程（办学地点：鼓山校区）[M-24a96f48ae2d0d0a]；3.05 土木工程（办学地点：鼓山校区）[M-66a52c04367b8d8d]；4.06 智慧海洋技术（办学地点：鼓山校区）[M-2db37020c31cd1f2]；5.07 测绘工程（办学地点：鼓山校区）H218福建农林大学（公办）（福建）[M-297b41a8fb6d2743],鼓山校区,147,right,R1-P0整组先核,按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,-33.5,G-c4ed5e975512421b,STABLEGROUP-9dfee93322412d3d
R4GROUP-4b4bdbcac3bead30,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,高冲暂缓索引,false,false,福州市,教育部所在地,福州市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,machine_ocr_remark_candidate_unverified,福建省,福建省,,H218,福建农林大学,H21806,06,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 56 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；537-481=+56；537-497=+40；474-494=-20；历史最高等位分差=56。,515,91723,494,497,481,474,474-494=-20,537,537-497=+40,537,537-481=+56,3,2023；2024；2025,474-537,537-481=+56；537-497=+40；474-494=-20,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,false,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,暂不判断-特殊限制待核,主线机器门禁通过，仍需完整专业组人工核验。,1.06 生物育种科学（在福州仓山校区报到）[M-693cebfee0316e00]；2.07 环境工程（在福州仓山校区报到，体检受限情况以学校招生章程为准）[M-9a0fd9187d94b735]；3.08 食品质量与安全（在福州仓山校区报[M-c677962eb248544e]；4.09 交通工程（在福州大学城校区报到）[M-e595e22bc39262ad]；5.10 生物科学类（生物科学、生物技术；在福州仓山校区报到，体检受限情况以学校招生章程为准）[M-bc4e71ed51399a85]；6.11 智慧牧业科学与工程（在福州仓山校区报到）H219 集美大学（公办）（福建）[M-f81ee3e065656f2d],在福州仓山校区；在福州大学城校区,147,right,R1-P0整组先核,按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,-35.0,G-7aebb2d7ac6151ea,STABLEGROUP-b31ce46a05ecc454
R4GROUP-3b869c95979f092a,直接来源于稳定底座、教育部学校属性表和三年投档线旁挂表；不引用 Round3 输出。,高冲暂缓索引,false,false,福州市,教育部所在地,福州市,,,城市按教育部学校所在地展示，仅作讨论维度；实际校区和办学地点必须再核第19期原页、湖北官方侧和招生章程。,教育部所在地为学校登记地线索，不能替代2026招生计划和章程中的办学地点,pending_school_location_review,machine_ocr_remark_candidate_unverified,福建省,福建省,,H218,福建农林大学,H21805,05,H5-历史最高线高于等位分30分以上,高冲暂缓,高冲暂缓：按同代码历史最高等位分差 65 判断；分差为各年投档分减该年515位次等位分。,515对应等位分：2025=494、2024=497、2023=481；546-481=+65；538-494=+44；历史最高等位分差=65。,515,91723,494,497,481,538,538-494=+44,,,546,546-481=+65,2,2023；2025,538-546,546-481=+65；538-494=+44,按院校专业组代码同代码旁挂，仅作冲稳保筛选前置线索；不能证明2026专业组存在、组内专业不变、计划数准确或投档位次可沿用。,true,false,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,暂不判断-特殊限制待核,主线机器门禁通过，仍需完整专业组人工核验。,1.05 财务管理（在福州大学城校区报到，第-年在福州大学城校区就读，后三年在泉州安溪校区就读，体检受限情况以学校招生章程为准）[M-5746f64942465cb4],在福州大学城校区；年在福州大学城校区；后三年在泉州安溪校区,147,right,R3-P2官网后人工确认,先自动核高校官网/章程来源，再人工确认费用、校区、调剂范围。,官网只作辅证，不能替代湖北省招办计划。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,-37.25,G-12a863b4e4f91458,STABLEGROUP-741ef6fdd002709c
