个性化候选ID,候选主线,本轮分层,家庭讨论动作,是否进入本轮家庭讨论,是否可作为定稿依据,专业角色判断,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组内专业序号,专业代号OCR,专业名称及备注短摘,专业偏好方向,机器专业接受度初判,专业风险类型,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,字段缺口数,字段缺口字段,人工核验优先级,人工核验强度,PDF原页核验状态,湖北官方系统核验状态,高校官网证据匹配状态,历史线索分层,历史最高等位分差,历史最低等位分差,第19期页码,版面列,专业行ID,专业组出现ID,下一步核验动作
PFITGROUP-58f32acb693392b6,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,偏好或可研究专业,C131,湖北汽车工业学院,C13107,15,74,数据科学与大数据技术,计算机类相关,优先了解-命中当前偏好方向,,［化学,63,5200,0,,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-3,-5,77,right,M-4efc34fbf540cd09,G-c60fd32db2360718,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-63bd0b954fb89dd2,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,偏好或可研究专业,C138,湖北理工学院,C13810,1,49,信息与计算科学（大数据安全方向）,计算机类相关,优先了解-命中当前偏好方向,,,85,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,2,-10,79,right,M-3233c336114a530e,G-a289e7d54bd0da07,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-63bd0b954fb89dd2,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,字段缺口待核专业,C138,湖北理工学院,C13810,2,50,应用物理学（集成电路方向、光电信息科学方向）,,待了解-未命中当前偏好方向,,,76,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,2,-10,79,right,M-81bcb2e3f9310b58,G-a289e7d54bd0da07,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-63bd0b954fb89dd2,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,偏好或可研究专业,C138,湖北理工学院,C13810,3,51,数据科学与大数据技术,计算机类相关,优先了解-命中当前偏好方向,,,38,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,2,-10,79,right,M-0d4fb7b722997d8e,G-a289e7d54bd0da07,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-63bd0b954fb89dd2,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,偏好或可研究专业,C138,湖北理工学院,C13810,4,52,人工智能,计算机类相关,优先了解-命中当前偏好方向,,,40,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,2,-10,79,right,M-b8657de6d279dc74,G-a289e7d54bd0da07,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-63bd0b954fb89dd2,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,偏好或可研究专业,C138,湖北理工学院,C13810,5,53,人工智能（创新实验班）,计算机类相关,优先了解-命中当前偏好方向,,化学,23,4000,0,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H3-历史最高线高于等位分15分内,2,-10,79,right,M-74b36f7c71439bba,G-a289e7d54bd0da07,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-6f179d22260245c1,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,偏好或可研究专业,C139,荆楚理工学院,C13908,1,40,数学与应用数学（师范类）,师范类相关,优先了解-命中当前偏好方向,,化学,41,4000,0,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,0,-12,80,left,M-1e595b9d61ccb677,G-878c4f8ce339e4d2,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-6f179d22260245c1,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,字段缺口待核专业,C139,荆楚理工学院,C13908,2,4,数据计算及应用,,待了解-未命中当前偏好方向,,,84,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,0,-12,80,left,M-4a0671ade73427d3,G-878c4f8ce339e4d2,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-6f179d22260245c1,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,字段缺口待核专业,C139,荆楚理工学院,C13908,3,42,应用物理学,,待了解-未命中当前偏好方向,,,36,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,0,-12,80,left,M-a941f1f48e8ffb11,G-878c4f8ce339e4d2,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-6f179d22260245c1,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,字段缺口待核专业,C139,荆楚理工学院,C13908,4,43,机械设计制造及其自动化,,待了解-未命中当前偏好方向,,,101,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,0,-12,80,left,M-50205b490715b7ca,G-878c4f8ce339e4d2,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-6f179d22260245c1,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,字段缺口待核专业,C139,荆楚理工学院,C13908,5,44,材料成型及控制工程,,待了解-未命中当前偏好方向,,,10,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,0,-12,80,left,M-8f50f2a644715dd7,G-878c4f8ce339e4d2,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-6f179d22260245c1,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,字段缺口待核专业,C139,荆楚理工学院,C13908,6,45,智能制造工程,,待了解-未命中当前偏好方向,,,88,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,0,-12,80,left,M-cc9c89dee9f37ca3,G-878c4f8ce339e4d2,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-6f179d22260245c1,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,字段缺口待核专业,C139,荆楚理工学院,C13908,7,46,飞行器制造工程,,待了解-未命中当前偏好方向,,,70,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,0,-12,80,left,M-433634f80bb2098a,G-878c4f8ce339e4d2,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-6f179d22260245c1,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,字段缺口待核专业,C139,荆楚理工学院,C13908,8,47,机器人工程,,待了解-未命中当前偏好方向,,,64,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,0,-12,80,left,M-8f3f453dc737b2a7,G-878c4f8ce339e4d2,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-6f179d22260245c1,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,偏好或可研究专业,C139,荆楚理工学院,C13908,9,48,智能科学与技术,计算机类相关,优先了解-命中当前偏好方向,,,54,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,0,-12,80,left,M-4cddd7554ed83233,G-878c4f8ce339e4d2,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-6f179d22260245c1,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,偏好或可研究专业,C139,荆楚理工学院,C13908,10,49,物联网工程,计算机类相关,优先了解-命中当前偏好方向,,,55,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,0,-12,80,left,M-50dbc50b22ddfbd4,G-878c4f8ce339e4d2,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-6f179d22260245c1,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,偏好或可研究专业,C139,荆楚理工学院,C13908,11,50,计算机科学与技术,计算机类相关,优先了解-命中当前偏好方向,,,94,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,0,-12,80,left,M-3ddd7a7cc394dafd,G-878c4f8ce339e4d2,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-bb833c143e855c5d,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,字段缺口待核专业,F305,忻州师范学院,F30508,1,15,应用化学,,待了解-未命中当前偏好方向,,化学,,4950,1,专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,H2-历史最高线不高于等位分,-7,-10,109,left,M-51215ebfd6e9c1fb,G-3ed22abc87c8dac2,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-bb833c143e855c5d,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,偏好或可研究专业,F305,忻州师范学院,F30508,2,16,数字媒体技术,数字媒体技术,优先了解-命中当前偏好方向,,,,4800,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,H2-历史最高线不高于等位分,-7,-10,109,left,M-6eb339aae881b3aa,G-3ed22abc87c8dac2,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-bb833c143e855c5d,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,偏好或可研究专业,F305,忻州师范学院,F30508,3,17,数据科学与大数据技术,计算机类相关,优先了解-命中当前偏好方向,,,,4800,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,H2-历史最高线不高于等位分,-7,-10,109,left,M-68e8615d3ab753b9,G-3ed22abc87c8dac2,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-bb833c143e855c5d,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,偏好或可研究专业,F305,忻州师范学院,F30508,4,18,计算机科学与技术（师范类）,计算机类相关；师范类相关,优先了解-命中当前偏好方向,,【化学,,5280,1,专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,matched,H2-历史最高线不高于等位分,-7,-10,109,left,M-b11b9f49fcb51333,G-3ed22abc87c8dac2,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-be5f10dc5815b069,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,字段缺口待核专业,F597,长春工程学院,F59704,1,06,电气工程及其自动化（办学地点：湖西校区）,,待了解-未命中当前偏好方向,,化学,,5940,1,专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-2,-25,122,left,M-e7fe36d5532b09d9,G-82c00bbc0942940e,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-be5f10dc5815b069,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,字段缺口待核专业,F597,长春工程学院,F59704,2,07,电子信息工程（办学地点：湖西校区）,,待了解-未命中当前偏好方向,,,3,5940,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-2,-25,122,left,M-bd89c44dc46ddb80,G-82c00bbc0942940e,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-be5f10dc5815b069,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,字段缺口待核专业,F597,长春工程学院,F59704,3,08,智能电网信息工程（办学地点：湖西校区）,,待了解-未命中当前偏好方向,,,3,5400,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-2,-25,122,left,M-7824ce19c5a3190d,G-82c00bbc0942940e,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-be5f10dc5815b069,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,字段缺口待核专业,F597,长春工程学院,F59704,4,09,百动化（办学地点：湖西校区）,,待了解-未命中当前偏好方向,,,5,5400,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-2,-25,122,left,M-291b64b58ed16469,G-82c00bbc0942940e,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-be5f10dc5815b069,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,字段缺口待核专业,F597,长春工程学院,F59704,5,10,土木工程（办学地点：湖西校区）,,待了解-未命中当前偏好方向,,,3,5940,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-2,-25,122,left,M-d7c4664e3badd902,G-82c00bbc0942940e,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-be5f10dc5815b069,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,字段缺口待核专业,F597,长春工程学院,F59704,6,11,焊接技术与工程（办学地点：湖西校,,待了解-未命中当前偏好方向,,,3,5940,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-2,-25,122,left,M-df1c41a4675ca522,G-82c00bbc0942940e,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-be5f10dc5815b069,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,字段缺口待核专业,F597,长春工程学院,F59704,7,12,机械设计制造及其自动化（办学地点：湖西校区）,,待了解-未命中当前偏好方向,,,4,5940,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-2,-25,122,left,M-c4c3adaee7930156,G-82c00bbc0942940e,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-be5f10dc5815b069,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,字段缺口待核专业,F597,长春工程学院,F59704,8,13,机器人工程（办学地点：湖西校区）,,待了解-未命中当前偏好方向,,,,5400,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-2,-25,122,left,M-533b08b51bfd50a9,G-82c00bbc0942940e,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-be5f10dc5815b069,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,字段缺口待核专业,F597,长春工程学院,F59704,9,14,给排水科学与工程（办学地点：湖西校,,待了解-未命中当前偏好方向,,,,5940,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-2,-25,122,left,M-530bbeaf6f1ca639,G-82c00bbc0942940e,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-be5f10dc5815b069,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,字段缺口待核专业,F597,长春工程学院,F59704,10,15,水利水电工程（办学地点：湖西校区）,,待了解-未命中当前偏好方向,,,3,5940,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-2,-25,122,left,M-c12f2fc2a28858fa,G-82c00bbc0942940e,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-be5f10dc5815b069,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,字段缺口待核专业,F597,长春工程学院,F59704,11,16,建筑电气与智能化（办学地点：湖西校,,待了解-未命中当前偏好方向,,,3,5400,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-2,-25,122,left,M-032756ac8d801ba4,G-82c00bbc0942940e,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-be5f10dc5815b069,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,字段缺口待核专业,F597,长春工程学院,F59704,12,17,能源与动力工程（办学地点：湖西校,,待了解-未命中当前偏好方向,,,6,5940,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-2,-25,122,left,M-f3078007b0254728,G-82c00bbc0942940e,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-be5f10dc5815b069,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,字段缺口待核专业,F597,长春工程学院,F59704,13,18,新能源科学与工程（办学地点：湖西校資高院校孝业組及专业代号,,待了解-未命中当前偏好方向,,,2,5400,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-2,-25,122,left,M-d6d704d3ef3a38fe,G-82c00bbc0942940e,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-be5f10dc5815b069,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,偏好或可研究专业,F597,长春工程学院,F59704,14,19,计算机科学与技术（办学地点：湖东校,计算机类相关,优先了解-命中当前偏好方向,,,,5940,2,再选科目；专业计划数,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-2,-25,122,right,M-9b5ab4f214616c9e,G-82c00bbc0942940e,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-be5f10dc5815b069,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,偏好或可研究专业,F597,长春工程学院,F59704,15,20,软件工程（办学地点：湖东校区）,计算机类相关,优先了解-命中当前偏好方向,,,,5940,2,再选科目；专业计划数,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-2,-25,122,right,M-2f0df625f2ec186f,G-82c00bbc0942940e,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-be5f10dc5815b069,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,偏好或可研究专业,F597,长春工程学院,F59704,16,21,数据科学与大数据技术（办学地点：湖,计算机类相关,优先了解-命中当前偏好方向,,,,5400,2,再选科目；专业计划数,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-2,-25,122,right,M-e413ca5d93190a55,G-82c00bbc0942940e,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-be5f10dc5815b069,普通公办低费用主线,A-主线优先讨论,进入家庭讨论,true,false,字段缺口待核专业,F597,长春工程学院,F59704,17,22,入工智能（办学地点：湖东校区）,,待了解-未命中当前偏好方向,,,,5400,2,再选科目；专业计划数,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-2,-25,122,right,M-421c2a2b94ae1919,G-82c00bbc0942940e,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-0018ffdb2e88cb60,普通公办低费用主线,B-保底备选讨论,进入家庭讨论,true,false,偏好或可研究专业,C151,汉江师范学院,C15108,1,24,科学教育（师范类：办学地点：校本部）,师范类相关,优先了解-命中当前偏好方向,,,38,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-12,-12,81,left,M-1589a255f636a226,G-5522fc6f61f2fa08,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-0018ffdb2e88cb60,普通公办低费用主线,B-保底备选讨论,进入家庭讨论,true,false,偏好或可研究专业,C151,汉江师范学院,C15108,2,25,艺术教育（师范类：办学地点：校本部）,师范类相关,优先了解-命中当前偏好方向,,,8,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-12,-12,81,left,M-736a86a4c5d51281,G-5522fc6f61f2fa08,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-0018ffdb2e88cb60,普通公办低费用主线,B-保底备选讨论,进入家庭讨论,true,false,偏好或可研究专业,C151,汉江师范学院,C15108,3,26,学前教育（师范类：办学地点：校本部不招色盲、色弱考生，详见院校章程）,师范类相关,暂缓判断-特殊限制待核,体检或色觉限制,,15,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-12,-12,81,left,M-1f67d3e4be6e37fa,G-5522fc6f61f2fa08,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-0018ffdb2e88cb60,普通公办低费用主线,B-保底备选讨论,进入家庭讨论,true,false,偏好或可研究专业,C151,汉江师范学院,C15108,4,27,小学教育（师范类；办学地点：校本部）,师范类相关,优先了解-命中当前偏好方向,,,10,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-12,-12,81,left,M-ad6a3781f1eefcb1,G-5522fc6f61f2fa08,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-0018ffdb2e88cb60,普通公办低费用主线,B-保底备选讨论,进入家庭讨论,true,false,偏好或可研究专业,C151,汉江师范学院,C15108,5,28,汉语言文学（师范类；办学地点：校本,师范类相关,优先了解-命中当前偏好方向,,,32,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-12,-12,81,left,M-90571045abefddcf,G-5522fc6f61f2fa08,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-0018ffdb2e88cb60,普通公办低费用主线,B-保底备选讨论,进入家庭讨论,true,false,偏好或可研究专业,C151,汉江师范学院,C15108,6,29,葵语（师范类：办学地点：校本部：外语,师范类相关,优先了解-命中当前偏好方向,,,20,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-12,-12,81,left,M-4f302aff91d26658,G-5522fc6f61f2fa08,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-0018ffdb2e88cb60,普通公办低费用主线,B-保底备选讨论,进入家庭讨论,true,false,偏好或可研究专业,C151,汉江师范学院,C15108,7,30,心理学（师范类：办学地点：校本部；不招色盲、色弱考生，详见院校章程）,师范类相关,暂缓判断-特殊限制待核,体检或色觉限制,,23,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-12,-12,81,left,M-3b5be7ce74eb3f8e,G-5522fc6f61f2fa08,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-26f194f0d1d0abdc,普通公办低费用主线,B-保底备选讨论,进入家庭讨论,true,false,偏好或可研究专业,F308,吕梁学院,F30805,1,08,物理学（师范类）,师范类相关,优先了解-命中当前偏好方向,,,2,4950,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-17,109,right,M-782794e5ecfddcbb,G-be57aa62705d47eb,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
PFITGROUP-26f194f0d1d0abdc,普通公办低费用主线,B-保底备选讨论,进入家庭讨论,true,false,偏好或可研究专业,F308,吕梁学院,F30805,2,09,化学（师范类）,师范类相关,优先了解-命中当前偏好方向,,,2,4950,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-17,109,right,M-86b7950d2662e7e4,G-be57aa62705d47eb,整组逐专业核第19期原页、湖北官方侧、章程限制、学费、计划数和调剂接受度。
