抽样批次,抽样理由,原页核验结果,湖北官方核验结果,高校辅证核验结果,是否需要升级同组核验,核验备注,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组内专业序号,专业代号OCR,专业名称及备注短摘,专业偏好方向,城市候选,公办民办机器线索,家庭底线属性动作,机器专业接受度初判,专业风险类型,是否超预算机器初判,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,字段缺口数,字段缺口字段,人工核验优先级,人工核验强度,是否必须100%人工核验,是否可低风险抽检,是否可作为机器初筛线索,PDF原页核验状态,湖北官方系统核验状态,高校官网来源状态,高校官网证据匹配状态,历史线索分层,同代码命中年份数,历史最高等位分差,历史最低等位分差,来源页码,版面列,专业行ID,专业组出现ID,机器核验下一步,人工核验下一步,不得进入原因,下一步
S093,P0强阻断或冲突抽样,,,,,,H891,广西科技大学,H89103,1,07,数学与应用数学（办学地点：文昌校院校专业组及专业代号,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,,,2,2,再选科目；专业计划数,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,34,24,194,right,M-1bbe3b3ba1b9a42f,G-7f1fbe5334d6ef3b,先做P0：核PDF原页结构、专业组归属和关键字段，再看官网辅证。,先人工核PDF原页和同组边界；若高校官网/湖北官方字段冲突，按省招办材料优先并记录差异。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,先做P0：核PDF原页结构、专业组归属和关键字段，再看官网辅证。
S094,P0强阻断或冲突抽样,,,,,,H733,湖南中医药大学湘杏学院,H73301,1,01,中医学（办学地点：湘阴校区；学制：五,,,民办-教育部备注民办,默认不进主方案-民办线索,默认不能接受-医学护理等排除方向,医学/护理等排除方向,pending_tuition_field_review,不限,5,17250.,1,学费,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H2-历史最高线不高于等位分,1,-5,-5,185,left,M-ff461e8684a778df,G-866eddb70e049ebd,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。,先人工核PDF原页和同组边界；若高校官网/湖北官方字段冲突，按省招办材料优先并记录差异。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。
S095,P0强阻断或冲突抽样,,,,,,F794,上海立信会计金融学院,F79402,15,28,金融科技（办学地点：上川路校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,【化学,14,6500,0,,P0-最终候选/冲突/结构强阻断先核,H0-100%人工核验,true,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,88,55,130,left,M-36132abc9bb5afee,G-08482f255f9db953,先做P0：核PDF原页结构、专业组归属和关键字段，再看官网辅证。,先人工核PDF原页和同组边界；若高校官网/湖北官方字段冲突，按省招办材料优先并记录差异。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,先做P0：核PDF原页结构、专业组归属和关键字段，再看官网辅证。
S096,P1字段缺口和高校辅证抽样,,,,,,F874,江苏大学,F87403,15,20,食品科学与工程类（食品科学与工程、食品质量与安全、食品营养与健康）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,,2,6380,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,112,68,133,left,M-e14f7fc27d202cf3,G-a653cb6f3b16001a,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,按全19批页列Overlay补三字段候选，补齐后再做PDF原页、湖北官方、高校辅证三方一致性判断。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
S097,P1字段缺口和高校辅证抽样,,,,,,C226,武昌工学院,C22603,8,34,机器人工程,,,民办-教育部备注民办,默认不进主方案-民办线索,待了解-未命中当前偏好方向,,pending_tuition_field_review,,40,,2,再选科目；学费,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H1-历史最高线低于等位分20分以上,3,-39,-59,89,left,M-71bcd6b8a6991e30,G-4aa31dfd6dfba221,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。,按全19批页列Overlay补三字段候选，补齐后再做PDF原页、湖北官方、高校辅证三方一致性判断。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。
S098,P1字段缺口和高校辅证抽样,,,,,,F582,长春工业大学,F58204,1,17,电气工程及其自动化（不招色盲色弱不招单色识别不全者：办学地点：南湖校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓判断-特殊限制待核,体检或色觉限制,false,,,5940,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,needs_official_plan_source_search,no_school_source,H5-历史最高线高于等位分30分以上,2,33,31,119,left,M-8a02f61518c73f24,G-2518db829eecd796,回到原PDF页重读缺口字段，补出候选后再进入筛选视图。,按全19批页列Overlay补三字段候选，补齐后再做PDF原页、湖北官方、高校辅证三方一致性判断。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,回到原PDF页重读缺口字段，补出候选后再进入筛选视图。
S099,P1字段缺口和高校辅证抽样,,,,,,K784,新疆工业学院,K78402,5,14,电气工程及其自动化,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,,4,4500,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H0-无同代码历史线索,0,,,237,right,M-4691048ebc8a7902,G-0a6dff09cc479388,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,按全19批页列Overlay补三字段候选，补齐后再做PDF原页、湖北官方、高校辅证三方一致性判断。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
S100,P1字段缺口和高校辅证抽样,,,,,,A161,中山大学,A16107,4,28,数学类（珠海；数学与应用数学：信息与计算科学；办学地点：珠海校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,,10,6850,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,2,146,131,45,right,M-b9276705bd9be550,G-3fb6d06e4e2d28c8,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,按全19批页列Overlay补三字段候选，补齐后再做PDF原页、湖北官方、高校辅证三方一致性判断。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
S101,P1字段缺口和高校辅证抽样,,,,,,H418,青岛理工大学,H41804,4,21,测控技术与仪器（办学地点：黃岛校,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,,,6600,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,65,50,164,left,M-800b0c15867327a4,G-ed6ef14fde7ee612,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,按全19批页列Overlay补三字段候选，补齐后再做PDF原页、湖北官方、高校辅证三方一致性判断。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
S102,P1字段缺口和高校辅证抽样,,,,,,H380,南昌医学院,H38005,1,06,预防医学（九龙湖校区；不招色弱、色盲、单色识别不全的考生：学制：五年）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-医学护理等排除方向,体检或色觉限制；医学/护理等排除方向,false,化学,,4350,1,专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,39,-17,162,right,M-e7e6ee73538465c7,G-82222c79ba126b14,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。,按全19批页列Overlay补三字段候选，补齐后再做PDF原页、湖北官方、高校辅证三方一致性判断。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。
S103,P1字段缺口和高校辅证抽样,,,,,,A155,中南民族大学,A15510,3,39,外国语言文学类（含英语、商务英语专业：外语语种：英语）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓判断-特殊限制待核,语种或单科限制,false,,4,4500,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,91,62,43,right,M-941c9beb4be46518,G-ee342b3fb1ce3915,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,按全19批页列Overlay补三字段候选，补齐后再做PDF原页、湖北官方、高校辅证三方一致性判断。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
S104,P1字段缺口和高校辅证抽样,,,,,,F095,天津医科大学,F09505,2,09,临床医学（色真、色弱考生不予录取；办学地点：气象台路校区：学制：五年）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-医学护理等排除方向,体检或色觉限制；医学/护理等排除方向,false,,3,5800,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,131,122,95,right,M-5c4309373b40145e,G-ca4cb8cea798686d,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。,按全19批页列Overlay补三字段候选，补齐后再做PDF原页、湖北官方、高校辅证三方一致性判断。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。
S105,P1字段缺口和高校辅证抽样,,,,,,K004,海南医科大学,K00405,2,15,生物信息学（不招色盲、色弱）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓判断-特殊限制待核,体检或色觉限制,false,,2,4620,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H4-历史最高线高于等位分16-30分,2,20,9,202,left,M-408b402955565f30,G-8ec518f7047d26b3,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,按全19批页列Overlay补三字段候选，补齐后再做PDF原页、湖北官方、高校辅证三方一致性判断。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
S106,P1字段缺口和高校辅证抽样,,,,,,C130,湖北工业大学,C13004,7,42,市场营销（营销科学与数智管理）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,95,56,76,left,M-dd4df51649cf7d40,G-b8562949f218bcb1,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,按全19批页列Overlay补三字段候选，补齐后再做PDF原页、湖北官方、高校辅证三方一致性判断。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
S107,P1字段缺口和高校辅证抽样,,,,,,F874,江苏大学,F87403,2,07,材料类（材料科学与工程：治金工程）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,,4,5800,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,112,68,133,left,M-9f083a6aa5d7dfa9,G-a653cb6f3b16001a,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,按全19批页列Overlay补三字段候选，补齐后再做PDF原页、湖北官方、高校辅证三方一致性判断。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
S108,P1字段缺口和高校辅证抽样,,,,,,H139,合肥大学,H13903,2,17,环境工程,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,,3,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,2,33,28,147,left,M-761997bc9b8206ce,G-e334402a54d89195,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,按全19批页列Overlay补三字段候选，补齐后再做PDF原页、湖北官方、高校辅证三方一致性判断。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
S109,P1字段缺口和高校辅证抽样,,,,,,F597,长春工程学院,F59704,13,18,新能源科学与工程（办学地点：湖西校資高院校孝业組及专业代号,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,,2,5400,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H2-历史最高线不高于等位分,2,-2,-25,122,left,M-d6d704d3ef3a38fe,G-82c00bbc0942940e,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,按全19批页列Overlay补三字段候选，补齐后再做PDF原页、湖北官方、高校辅证三方一致性判断。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
S110,P1字段缺口和高校辅证抽样,,,,,,H015,浙江工商大学,H01504,3,22,復優芦理与信感系统（办学地点：下沙,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,,13,5300,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,2,78,62,140,left,M-5414c13e86f90820,G-3248b530ef73b11d,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,按全19批页列Overlay补三字段候选，补齐后再做PDF原页、湖北官方、高校辅证三方一致性判断。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
S111,P1字段缺口和高校辅证抽样,,,,,,M177,西南大学,M17718,8,39,新闻学（办学地点：北碚校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,不限,,5610,1,专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H0-无同代码历史线索,0,,,50,left,M-ea437bd4cbcf70e4,G-930ae9254aeda042,回到原PDF页重读缺口字段，补出候选后再进入筛选视图。,按全19批页列Overlay补三字段候选，补齐后再做PDF原页、湖北官方、高校辅证三方一致性判断。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,回到原PDF页重读缺口字段，补出候选后再进入筛选视图。
S112,P1字段缺口和高校辅证抽样,,,,,,C220,三峡大学科技学院,C22002,8,20,英语（办学地点：新校区）,,,民办-教育部备注民办,默认不进主方案-民办线索,默认不能接受-高收费或超预算,,true,,10,16500,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H2-历史最高线不高于等位分,2,-11,-26,88,left,M-27833dc91e1b5d7f,G-0078c3197b844d3e,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。,按全19批页列Overlay补三字段候选，补齐后再做PDF原页、湖北官方、高校辅证三方一致性判断。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。
S113,P1字段缺口和高校辅证抽样,,,,,,F294,中北大学,F29405,5,24,裝甲车辆工程,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,,,5500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H0-无同代码历史线索,0,,,106,right,M-c7c4d59497f00330,G-9d7098a53561f220,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,按全19批页列Overlay补三字段候选，补齐后再做PDF原页、湖北官方、高校辅证三方一致性判断。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
S114,P1字段缺口和高校辅证抽样,,,,,,H563,河南财经政法大学,H56304,3,12,财政学（办学地点：郑东校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,,2,4800,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H0-无同代码历史线索,0,,,175,right,M-571e390b555a2e83,G-9f4f553c4e1a516d,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,按全19批页列Overlay补三字段候选，补齐后再做PDF原页、湖北官方、高校辅证三方一致性判断。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
S115,P1字段缺口和高校辅证抽样,,,,,,H729,岳阳学院,H72906,5,18,智能制造工程,,,民办-教育部备注民办,默认不进主方案-民办线索,默认不能接受-高收费或超预算,,true,,3,22900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H0-无同代码历史线索,0,,,185,left,M-20ed456cb49f1f8c,G-d3e4f2f9d9928ffe,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。,按全19批页列Overlay补三字段候选，补齐后再做PDF原页、湖北官方、高校辅证三方一致性判断。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。
S116,P1字段缺口和高校辅证抽样,,,,,,H663,湖南中医药大学,H66306,9,20,经济学（办学地点：湖南长沙）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,,2,5500,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,2,64,40,180,right,M-01dbdf85c3e308ae,G-2803751e9064829c,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,按全19批页列Overlay补三字段候选，补齐后再做PDF原页、湖北官方、高校辅证三方一致性判断。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
S117,P1字段缺口和高校辅证抽样,,,,,,F871,常州大学,F87102,3,06,消防工程（办学地点：西太湖校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,,,5800,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,56,51,132,left,M-bf3a1d0984d7889a,G-85fc14120f98d4ed,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,按全19批页列Overlay补三字段候选，补齐后再做PDF原页、湖北官方、高校辅证三方一致性判断。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
S118,P1字段缺口和高校辅证抽样,,,,,,F779,上海海事大学,F77904,1,06,安全工程（办学地点：临港校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,,2,7000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,106,71,128,left,M-ce6f6baba69496b1,G-e4822dcf8cb00660,回到原PDF页重读缺口字段，补出候选后再进入筛选视图。,按全19批页列Overlay补三字段候选，补齐后再做PDF原页、湖北官方、高校辅证三方一致性判断。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,回到原PDF页重读缺口字段，补出候选后再进入筛选视图。
S119,P1字段缺口和高校辅证抽样,,,,,,H317,江西中医药大学,H31706,1,14,保险学,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,不限,,4660,1,专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,45,14,156,right,M-36b70f0e89807cdc,G-37c29fcff4b3bfef,回到原PDF页重读缺口字段，补出候选后再进入筛选视图。,按全19批页列Overlay补三字段候选，补齐后再做PDF原页、湖北官方、高校辅证三方一致性判断。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,回到原PDF页重读缺口字段，补出候选后再进入筛选视图。
S120,P1字段缺口和高校辅证抽样,,,,,,H331,九江学院,H33103,8,15,临床医学（学制：五年）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不能接受-医学护理等排除方向,医学/护理等排除方向,false,,,4790,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,false,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H4-历史最高线高于等位分16-30分,3,24,-3,160,right,M-e2e3a6da9f20cf90,G-20e91a94501a6279,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。,按全19批页列Overlay补三字段候选，补齐后再做PDF原页、湖北官方、高校辅证三方一致性判断。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,先核公办/民办/合作办学、费用和家庭底线；默认不进入主方案。
