院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组内专业序号,专业代号OCR,专业名称及备注短摘,专业偏好方向,城市候选,公办民办机器线索,家庭底线属性动作,机器专业接受度初判,专业风险类型,是否超预算机器初判,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,字段缺口数,字段缺口字段,人工核验优先级,人工核验强度,是否必须100%人工核验,是否可低风险抽检,是否可作为机器初筛线索,PDF原页核验状态,湖北官方系统核验状态,高校官网来源状态,高校官网证据匹配状态,历史线索分层,同代码命中年份数,历史最高等位分差,历史最低等位分差,来源页码,版面列,专业行ID,专业组出现ID,机器核验下一步,人工核验下一步,不得进入原因,下一步
A043,北京体育大学,A04308,1,13,体育经济与管理（不能准确识别红，兰、紫各种颜色中任何一种颜色的导线、按键、信号灯、几何图形者，不予录取）,,北京,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓判断-特殊限制待核,体检或色觉限制,false,不限,1,5000,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,false,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,82,56,19,left,M-62cfa504d73d595d,G-ae476689bf9ce3cd,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,结合家庭底线确认公办/费用/专业可接受性，再核完整专业组调剂范围。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
C130,湖北工业大学,C13009,1,64,机械设计制造及其自动化,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,126,5850,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,false,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,82,44,76,right,M-7b9accb765204724,G-6566c96a4e205c6b,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,结合家庭底线确认公办/费用/专业可接受性，再核完整专业组调剂范围。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
C102,武汉科技大学,C10207,1,30,智能建造（办学地点：黄家湖校区）,,武汉,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,50,4500,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,false,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,2,83,73,65,left,M-acceff429ee94cec,G-dde5aa7c435ae826,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,结合家庭底线确认公办/费用/专业可接受性，再核完整专业组调剂范围。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
F199,燕山大学,F19905,1,31,子信息工程（教育部卓越工程师培养计划）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,2,5390,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,false,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,2,83,47,103,left,M-f7ec75372ad7d430,G-d2451756530f9637,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,结合家庭底线确认公办/费用/专业可接受性，再核完整专业组调剂范围。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
H313,南昌航空大学,H31305,1,35,金属材料工程（南昌市前湖校区就读）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,6,4940,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,false,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,83,61,154,left,M-23a90d748eef181f,G-d2d3808a0d8e182a,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,结合家庭底线确认公办/费用/专业可接受性，再核完整专业组调剂范围。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
K468,陕西科技大学,K46804,2,08,光电信息科学与工程（办学地点：未央大学园区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,2,6480,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,false,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,2,84,76,224,left,M-13c78039c6c467e1,G-bc96f6aa338fb001,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,结合家庭底线确认公办/费用/专业可接受性，再核完整专业组调剂范围。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
K692,宁夏大学,K69207,1,07,化学程与工艺（无色盲、色弱，在银,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓判断-特殊限制待核,体检或色觉限制,false,化学,7,4800,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,false,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,2,84,68,231,right,M-c41589eb88471ce3,G-0dba1274e578b3ce,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,结合家庭底线确认公办/费用/专业可接受性，再核完整专业组调剂范围。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
C102,武汉科技大学,C10206,1,23,材料物理（新能源材料和计算物理方向：办学地点：黄家湖校区）,,武汉,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,47,4500,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,false,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,2,85,77,65,left,M-cf6b257bd60ba76a,G-8d4c71cf955fbf2e,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,结合家庭底线确认公办/费用/专业可接受性，再核完整专业组调剂范围。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
A189,长安大学,A18910,1,50,化学工程与工艺（民族班；办学地点：北校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓判断-特殊限制待核,专项/预科/定向等特殊类型,false,化学,1,6600,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,false,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,1,87,87,55,left,M-0a85ca2ce820f1fd,G-3f429adc809a4561,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,结合家庭底线确认公办/费用/专业可接受性，再核完整专业组调剂范围。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
H892,桂林电子科技大学,H89204,1,04,会计学（办学地点：花江校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,不限,3,6000,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,false,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,2,87,57,195,right,M-ace9242c400f059e,G-f125da99e787e9a5,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,结合家庭底线确认公办/费用/专业可接受性，再核完整专业组调剂范围。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
K068,重庆交通大学,K06803,1,07,交通管理（办学地点：大二大二科学城校区、后续学年南岸校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,不限,3,6048,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,false,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,87,29,203,left,M-9e35cc364c7e3afb,G-83df7ac63b04a7e1,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,结合家庭底线确认公办/费用/专业可接受性，再核完整专业组调剂范围。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
K747,新疆大学,K74704,1,37,食品科学与工程（喀什校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,8,4500,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,false,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,87,72,232,right,M-2d149e05253ee955,G-7fbef37bb1cecdda,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,结合家庭底线确认公办/费用/专业可接受性，再核完整专业组调剂范围。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
A155,中南民族大学,A15513,1,62,数学与应用数学,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,「化学,13,4500,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,false,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,2,88,59,44,left,M-4e8b6a75313a38ed,G-e6ed3666e28becae,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,结合家庭底线确认公办/费用/专业可接受性，再核完整专业组调剂范围。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
H008,浙江师范大学,H00805,3,07,交通运输（数智交通：第一学年在杭州校区，第二学年起在校本部）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,2,6000,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,false,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,2,89,75,139,left,M-626655db4c0f7879,G-d39ee1d84e395333,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,结合家庭底线确认公办/费用/专业可接受性，再核完整专业组调剂范围。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
A155,中南民族大学,A15510,1,37,汉语言文学,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,不限,14,4500,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,false,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,91,62,43,right,M-526a051bddb566c2,G-ee342b3fb1ce3915,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,结合家庭底线确认公办/费用/专业可接受性，再核完整专业组调剂范围。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
C102,武汉科技大学,C10209,1,46,材料类（含材料成型及控制工程（数智感型方向）、无机非金属材料工程、料专业：办学地点：黄家湖校区）,,武汉,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,206,5850,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,false,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,92,70,65,left,M-e8635967ffc16262,G-bf5c728d9daaf8d9,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,结合家庭底线确认公办/费用/专业可接受性，再核完整专业组调剂范围。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
K172,成都大学,K17203,1,06,金融科技,,成都,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,不限,2,5520,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,false,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,2,92,66,212,right,M-4ccd97192ab49039,G-0bcc3c3856255591,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,结合家庭底线确认公办/费用/专业可接受性，再核完整专业组调剂范围。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
K172,成都大学,K17203,3,08,建筑学,,成都,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,17,5980,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,false,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,2,92,66,212,right,M-fb2a76855e7e359d,G-0bcc3c3856255591,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,结合家庭底线确认公办/费用/专业可接受性，再核完整专业组调剂范围。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
K747,新疆大学,K74703,1,09,数学与应用数学（数学单科成绩≥90分：择优选拔进入理科基地班；办学地資高院校专业组及妻业点：乌鲁木齐校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓判断-特殊限制待核,语种或单科限制,false,化学,3,5175,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,false,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,92,56,232,left,M-9f530a1ece04fae6,G-470a7b1d89d6778b,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,结合家庭底线确认公办/费用/专业可接受性，再核完整专业组调剂范围。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
F199,燕山大学,F19904,1,12,应用物理学,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,2,5390,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,false,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,93,50,103,left,M-4e5274feb58fcaeb,G-287c522068c52693,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,结合家庭底线确认公办/费用/专业可接受性，再核完整专业组调剂范围。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
K256,贵州大学,K25607,1,14,工程管理（不招单色识别不全者）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓判断-特殊限制待核,体检或色觉限制,false,［不限,3,4920,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,false,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,2,93,76,214,right,M-034d999ff95e1c44,G-57f0258f8929d5eb,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,结合家庭底线确认公办/费用/专业可接受性，再核完整专业组调剂范围。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
K466,西安科技大学,K46602,1,02,供应链管理,,西安,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,不限,4,5000,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,false,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,93,60,223,right,M-1bee17fe0f686326,G-a61c8bf0c6a8c814,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,结合家庭底线确认公办/费用/专业可接受性，再核完整专业组调剂范围。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
F292,山西大学,F29205,1,34,新能源科学与工程（办学地点：大同校,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,8,5520,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,false,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,2,94,78,106,left,M-93f14ef7af280d7d,G-5742ad0ed2e51232,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,结合家庭底线确认公办/费用/专业可接受性，再核完整专业组调剂范围。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
F581,东北电力大学,F58102,1,02,电气工程及其自动化（办学地点：船营校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,10,5940,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,false,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,94,76,118,right,M-157d474b45b450de,G-494c7bbe4060266b,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,结合家庭底线确认公办/费用/专业可接受性，再核完整专业组调剂范围。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
C130,湖北工业大学,C13004,1,36,建筑学（数智建筑：学制：五年）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,不限,3,5850,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,false,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,95,56,76,left,M-fa5a14b25936e83a,G-b8562949f218bcb1,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,结合家庭底线确认公办/费用/专业可接受性，再核完整专业组调剂范围。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
F092,天津工业大学,F09206,1,23,电气工程及其自动化,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,22,5400,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,false,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,2,95,89,95,left,M-0e35db195cdd44d2,G-0fac7d1fbf29b078,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,结合家庭底线确认公办/费用/专业可接受性，再核完整专业组调剂范围。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
C102,武汉科技大学,C10208,1,38,化学工程与工艺（绿色化工与碳中和方向：办学地点：黄家湖校区）,,武汉,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,86,4500,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,false,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,96,68,65,left,M-5cf7992421da5d42,G-f5601e1d53826dc9,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,结合家庭底线确认公办/费用/专业可接受性，再核完整专业组调剂范围。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
F097,天津师范大学,F09702,5,14,国际经济与贸易,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,14,4400,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,false,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,96,31,96,left,M-d07188a6c2b903b6,G-6cb7a7bad1db40a0,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,结合家庭底线确认公办/费用/专业可接受性，再核完整专业组调剂范围。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
H003,浙江理工大学,H00304,1,05,纺织类（纺织工程、韭织造材料与工程；办学地点：下沙校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,化学,5,6000,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,false,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,97,67,137,right,M-552667b05d0df427,G-d6fb37853c612dd7,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,结合家庭底线确认公办/费用/专业可接受性，再核完整专业组调剂范围。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
H223,福建师范大学,H22303,1,06,网络空间安全（含国家网络安全人才与创新（福州）基地实验班：办学地点：旗山校区）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,待了解-未命中当前偏好方向,,false,［化学,4,5460,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,false,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,97,61,148,left,M-4340a2dc9c484ddf,G-f575c29658b20775,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,结合家庭底线确认公办/费用/专业可接受性，再核完整专业组调剂范围。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
K258,遵义医科大学,K25803,2,05,儿科学（不招色盲、色弱：学制：五年）,,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓判断-特殊限制待核,体检或色觉限制,false,化学,2,4500,0,,P2-家庭费用调剂与三方闭环核,H2-自动官网核验后人工确认,false,false,true,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,not_yet_school_source_searched_in_full_workbench,,H5-历史最高线高于等位分30分以上,3,97,69,215,right,M-a216269ae58bb8d4,G-891998658f6d7cb3,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。,结合家庭底线确认公办/费用/专业可接受性，再核完整专业组调剂范围。,稳定基座筛选视图仍未完成PDF原页、湖北官方系统/省招办计划、高校官网/章程、家庭接受度和同组调剂结论闭环；不得用于最终志愿排序。,按页列集中核PDF原页、湖北官方计划入口、学校属性、校区和调剂范围。
