第一轮候选ID,第一轮层级,建议梯度,入选理由,风险提示,下一步核验动作,是否可作为定稿依据,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组号OCR,城市候选,公办民办机器线索,家庭底线属性动作,机器家庭匹配初判,调剂初判,偏好专业数,数字媒体技术专业数,计算机类相关专业数,师范类相关专业数,医学护理排除专业数,高收费或超预算专业数,特殊限制待核专业数,专业明细行数,机器筛选价值层级,保真核验层级,历史线索分层,同代码命中年份最大值,历史最高等位分差,历史最低等位分差,来源页码,版面列,组内完整专业清单索引,机器核验下一步,人工核验下一步,专业组出现ID,稳定基座专业组筛选ID
R1GROUP-f993862be2dccf96,S2-稳冲优先讨论,稳冲观察,命中偏好专业：计算机相关2个、师范相关1个；历史线索：H3-历史最高线高于等位分15分内；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,组内有特殊限制待核；调剂前需核特殊限制,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,H320,上饶师范学院,H32003,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,3,0,2,1,0,0,7,10,V1-偏好专业优先线索,R1-P0整组先核,H3-历史最高线高于等位分15分内,3,7,-17,157,right,1.06 数据科学与大数据技术（不能准确在显示器上识别红、黄、兰、绿、紫各颜色中任何一种颜色的数码、字母者（不予录取）A◎A◎ZG院校专业组及专业代号[M-714c0a095e82677b]；2.07 人工智能[M-97fae4c85698e33a]；3.08 类曳傅息材料与器件（色盲、色弱考生[M-dc35ef3202b7617c]；4.09 化学（色盲、色弱考生不予录取）[M-f462c203afe79ff6]；5.10 应用化学（色盲、色弱考生不予录取）[M-0aef402589bf7a8f]；6.11 材料科学与工程（色直、色弱考生不予二在学校主校区学习大四将按照培养方案在弋阳校[M-ba733cd5f20c1e00]；7.12 生物科学（色盲、色弱考生不予录取）[M-43449428c14619e8]；8.14 智薏农业（大一、大二在学校主校区学习，大三、大四将按照培养方案在弋阳[M-aa82c94d0d020a52]；9.15 逼感科学与技术（色盲、色弱考生不予[M-2b697a90ff5edca5]；10.16 数学与应用数学（师范类）[M-e866dd877a243bab],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-18c7c3f4af6abe8d,STABLEGROUP-68c6ebb0d66a2beb
R1GROUP-19e874e82d562d5f,S2-稳冲优先讨论,稳冲观察,命中偏好专业：数字媒体技术1个；历史线索：H3-历史最高线高于等位分15分内；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,仍需完整组核验,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,H775,韶关学院,H77505,05,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,1,0,0,0,0,0,1,V1-偏好专业优先线索,R2-P1页列集中核,H3-历史最高线高于等位分15分内,3,3,-10,187,right,1.05 数字媒体技术（办学地点：韶乐园校[M-4b0cc9d74eef3c59],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-aed32fc724b7746b,STABLEGROUP-cff352fe3ebee1ee
R1GROUP-186f65dbd0997ed7,S2-稳冲优先讨论,稳冲观察,命中偏好专业：师范相关1个；历史线索：H3-历史最高线高于等位分15分内；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,仍需完整组核验,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,F197,沧州师范学院,F19702,02,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,0,1,0,0,0,1,V1-偏好专业优先线索,R2-P1页列集中核,H3-历史最高线高于等位分15分内,3,1,-15,102,left,1.04 物理学（师范类）[M-9ac9c46bc6727f9c],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-186d0fe2c08110d6,STABLEGROUP-e57c4237c82a714f
R1GROUP-43ec77079c609429,S2-稳冲优先讨论,稳冲观察,命中偏好专业：师范相关1个；历史线索：H3-历史最高线高于等位分15分内；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,仍需完整组核验,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,F485,鞍山师范学院,F48503,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,0,1,0,0,0,2,V1-偏好专业优先线索,R2-P1页列集中核,H3-历史最高线高于等位分15分内,1,1,1,116,right,1.04 汉语言文学（师范类；办学地点：铁东[M-2e2fb5efeb580afa]；2.05 汉语国际教育（办学地点：铁东校区）[M-5b980484cd5a5556],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-372d6322e7ddaff7,STABLEGROUP-250f55eb65da09b8
R1GROUP-266cbcedb668c158,S2-稳冲优先讨论,稳冲观察,命中偏好专业：师范相关1个；历史线索：H3-历史最高线高于等位分15分内；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,仍需完整组核验,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,C118,黄冈师范学院,C11811,11,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,0,1,0,0,0,7,V1-偏好专业优先线索,R1-P0整组先核,H3-历史最高线高于等位分15分内,1,2,2,73,right,1.55 物理学（师范类）[M-633c5aae1dbde8f6]；2.56 电子信息工程[M-776783aa034110d1]；3.57 光电信息科学与工程[M-99af103dab855547]；4.58 机械设计制造及其自动化[M-cec52f51bbbe805b]；5.59 机器人工程[M-f95faa393e6a7c8f]；6.60 电气工程及其自动化[M-8e2ceee38fe735ff]；7.61 飞行器制造工程[M-ba0ab31d8f908c5b],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-34a92ea063b4d7fa,STABLEGROUP-495670c95e7155ec
R1GROUP-2ecd535586251e5c,S2-稳冲优先讨论,稳冲观察,命中偏好专业：师范相关1个；历史线索：H3-历史最高线高于等位分15分内；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,仍需完整组核验,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,F589,吉林师范大学,F58904,04,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,0,1,0,0,0,2,V1-偏好专业优先线索,R2-P1页列集中核,H3-历史最高线高于等位分15分内,1,4,4,121,left,1.05 物理学（师范类：办学地点：四平校区）[M-3d80fd42e54c3fec]；2.06 遥感科学与技术（办学地点：四平校[M-d8a6b9464f7c6964],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-8341df5cf28553d7,STABLEGROUP-72ca2f877b4b0772
R1GROUP-73df650790ffdfa2,S2-稳冲优先讨论,稳冲观察,命中偏好专业：计算机相关1个；历史线索：H3-历史最高线高于等位分15分内；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,仍需完整组核验,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,H375,赣东学院,H37502,02,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,0,2,V1-偏好专业优先线索,R3-P2官网后人工确认,H3-历史最高线高于等位分15分内,3,4,-7,161,right,1.03 工程管理（1）肢体残疾（不继续恶化）；（2）任何一眼矫正到4.8镜片度教大于800度的草符奋以上两种道形的考生，建议慎重报考测绘工程、遥感科学与技术、智能建造及工程管理专[M-d68a7def3a439733]；2.04 大数据管理与应用[M-9508373f76efd761],先自动核高校官网/章程来源，再人工确认费用、校区、调剂范围。,官网只作辅证，不能替代湖北省招办计划。,G-f1ea4a3a2bc0d286,STABLEGROUP-d379360b5847877c
R1GROUP-f5316eb2b9fc7324,S2-稳冲优先讨论,稳冲观察,命中偏好专业：计算机相关1个；历史线索：H3-历史最高线高于等位分15分内；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,仍需完整组核验,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,A197,西北民族大学,A19717,17,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,1,0,1,0,0,0,0,5,V1-偏好专业优先线索,R2-P1页列集中核,H3-历史最高线高于等位分15分内,2,5,5,57,left,1.22 电子信息工程（办学地点：榆中校区）[M-4f5e24dc8a0f4a78]；2.23 电气工程及其自动化（办学地点：榆中校区）[M-fb3e1dc846ad6da1]；3.24 自动化（办学地点：榆中校区）[M-05eedfbacafd1529]；4.25 人工智能（办学地点：榆中校区）[M-f370e04f41c46e10]；5.26 通信工程（办学地点：榆中校区）[M-80902f0d520e0c02],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-fc81847787fdf794,STABLEGROUP-b3fbbc6d95fd016e
R1GROUP-8ee68a63a0ccf108,S3-冲刺保留讨论,冲刺观察,命中偏好专业：计算机相关6个；历史线索：H4-历史最高线高于等位分16-30分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,C128,湖北经济学院,C12815,15,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,6,0,6,0,0,0,0,8,V1-偏好专业优先线索,R1-P0整组先核,H4-历史最高线高于等位分16-30分,2,18,-21,75,right,1.A0 数据科学与大数据技术[M-80e5e29500906fcd]；2.A1 统计学（经济大数据分析实验班）[M-bdb8c648f4fcd287]；3.A2 电子信息工程[M-23980bd85457c053]；4.A3 软件工程[M-1efaea54a448afe9]；5.A4 物联网工程[M-9650b0c5e148971f]；6.A5 计算机科学与技术[M-49578478eb5bd746]；7.AG 人工智能[M-31b4a981d33cd17a]；8.A7 统计学[M-49bf19206098beca],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-a8d2bae2fc9bc289,STABLEGROUP-5d90d125e0c31482
R1GROUP-b280f6ee17dd3904,S3-冲刺保留讨论,冲刺观察,命中偏好专业：计算机相关3个、师范相关5个；历史线索：H4-历史最高线高于等位分16-30分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,组内有特殊限制待核；调剂前需核特殊限制；录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,K752,新疆师范大学,K75205,05,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,7,0,3,5,0,0,6,17,V1-偏好专业优先线索,R1-P0整组先核,H4-历史最高线高于等位分16-30分,3,16,-16,234,right,1.31 数学与应用数学（师范类：高考数学单科成绩不低于80分；办学地点：温泉校区）[M-a77a872aa3f113ab]；2.32 信息与计算科学（高考数学单科成绩不低于80分：办学地点：温泉校区）[M-f3fbdaf76954f832]；3.33 应用统计学（高考数学单科成绩不低于80分；办学地点：温泉校区）[M-aefa52d546c63817]；4.34 物理学（师范类；高考数学单科成绩不低芋60分；办学地点：昆仑校区）[M-119c6e6692273409]；5.35 电子信息科学与技术（高考数学单科感绩不低于60分；办学地点：昆仑校[M-6d74f6ea94a2887c]；6.36 光电信息科学与工程（高考数学单科成绩不低子60分；办学地点：昆仑校[M-8d1b82b5f676fa00]；7.37 计算机科学与技术（师范类；办学地点：昆仑校区）[M-09057fdfd946e6c2]；8.38 软件工程（办学地点：昆仑校区）[M-03271fe251d222ae]；9.39 数据科学与大数据技术（办学地点：昆仑校区）[M-0999b17dae4b06d3]；10.40 逼感科学与技术（办学地点：温泉校[M-601e8606c47063b1]；11.4 化学（师范类；办学地点：昆仑校区）[M-4050c77bc07a1ae4]；12.42 化学工程与工艺（办学地点：昆仑校区）[M-423d7417e05d5bac]；13.43 环境工程（办学地点：昆仑校区）[M-66047167e51d253e]；14.44 生物科学（师范类；办学地点：温泉校[M-b69ac4db4a5e575f]；15.45 生物技术（办学地点：温泉校区）[M-94ae0b8c8b8a1b81]；16.46 生物工程（办学地点：温泉校区）[M-8f062f820bbb1eea]；17.47 食品安全与检测（办学地点：温泉校[M-c8f3a67e757d06c6],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-7694bcd996e8e798,STABLEGROUP-d64b56ac10694ac7
R1GROUP-db1c313d697c7cea,S3-冲刺保留讨论,冲刺观察,命中偏好专业：师范相关7个；历史线索：H4-历史最高线高于等位分16-30分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,组内有特殊限制待核；调剂前需核特殊限制；录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,C118,黄冈师范学院,C11808,08,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,7,0,0,7,0,0,3,10,V1-偏好专业优先线索,R2-P1页列集中核,H4-历史最高线高于等位分16-30分,2,18,-5,73,left,1.29 教育技术学（师范类）[M-81164f3f40ef578f]；2.30 学前教育（师范炎）[M-30e2fb00c1592bbd]；3.3 小学教育（师范类）[M-f136610b9fc2e5a7]；4.32 应用心理学（师范类）[M-09bec50f4af0723b]；5.33 汉语言文学（师范类）[M-17bca16508f6cbcd]；6.34 汉语国际教育[M-5f3829926e101ab5]；7.35 历史学（师范类）[M-ab7347d8d5ef6c47]；8.36 日语（外语语种：不限）[M-a4725ee2825f4c8b]；9.37 英语（师范类：外语语种：英语）[M-5cc00319024cc90f]；10.38 商务英语（外语语种：英语）[M-c1ea948209de066b],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-aef998ba18d1e5ed,STABLEGROUP-75ed97e2849a7f83
R1GROUP-9dee0859bdb4cf56,S3-冲刺保留讨论,冲刺观察,命中偏好专业：计算机相关3个、师范相关2个；历史线索：H4-历史最高线高于等位分16-30分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,C118,黄冈师范学院,C11810,10,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,4,0,3,2,0,0,0,5,V1-偏好专业优先线索,R2-P1页列集中核,H4-历史最高线高于等位分16-30分,2,27,-7,73,right,1.48 数学与应用数学（师范类）[M-f7f48a6b4950d6cc]；2.49 信息与计算科学[M-26e1a97ae9428f07]；3.50 数据科学与大数据技术[M-9fd7e91b3fe03fe1]；4.51 计算机科学与技术（师范类）[M-ec9e3e801d379acf]；5.52 软件工程[M-5f97cf3ace9e658b],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-6d6a8f20ef5045db,STABLEGROUP-f9b4aa7f1b1679df
R1GROUP-27c7996d027f6e69,S3-冲刺保留讨论,冲刺观察,命中偏好专业：师范相关5个；历史线索：H4-历史最高线高于等位分16-30分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,结构或组内边界需先核；录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,F098,天津职业技术师范大学,F09801,01,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,5,0,0,5,0,0,0,6,V1-偏好专业优先线索,R1-P0整组先核,H4-历史最高线高于等位分16-30分,2,22,20,96,left,1.01 自动化（师范类）[M-900914afc9e7a27b]；2.03 无人驾驶航空器系统工程（师范类）[M-cb6cec6fe1d2f2a9]；3.04 新能源汽车工程（师范炎）[M-7816ea9556c46bef]；4.05 交通运输（师范类）[M-9a8ca8255e44758c]；5.06 数学与应用数学（师范类）[M-a7f1dd30a5332dc5]；6.07 电子科学与技术F099 天津外国语大学（公办）（天津）[M-387a5eea5ad975f6],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-f1718d0e8d4cccfc,STABLEGROUP-167a17c06fb64970
R1GROUP-e897820cab985f50,S3-冲刺保留讨论,冲刺观察,命中偏好专业：计算机相关3个；历史线索：H4-历史最高线高于等位分16-30分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,H892,桂林电子科技大学,H89207,07,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,3,0,3,0,0,0,0,4,V1-偏好专业优先线索,R2-P1页列集中核,H4-历史最高线高于等位分16-30分,1,28,28,195,right,1.15 计算机科学与技术（办学地点：花江校[M-82aeaf82de038a5b]；2.16 软件工程（办学地点：花江校区）[M-8e13c21a3e4e8076]；3.17 智能科学与技术（办学地点：花江校[M-8c17d2194b6b6a31]；4.18 网络空间安全（办学地点：花江校区）[M-a4cbc4a4d0fdb020],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-417e0ee6247dac7a,STABLEGROUP-33fee5beb43b6fb0
R1GROUP-e961e09891937d9b,S3-冲刺保留讨论,冲刺观察,命中偏好专业：计算机相关3个；历史线索：H4-历史最高线高于等位分16-30分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,C128,湖北经济学院,C12812,12,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,可进入人工调剂接受度判断,3,0,3,0,0,0,0,20,V1-偏好专业优先线索,R2-P1页列集中核,H4-历史最高线高于等位分16-30分,3,30,10,75,left,1.65 经济学[M-6f8d8cb52ca13be8]；2.66 金融学[M-5c55aa65ca68b37b]；3.67 金融学（计算机金融实验班）[M-2198f0d4025ef1c6]；4.68 金融学（拔尖创新人才培育试验计划）[M-354b018b82518a1f]；5.69 金融工程[M-4b11ea6f3ef04294]；6.70 投资学[M-bae523f8df82b35f]；7.71 保险学[M-c4a03576033b4871]；8.72 財政学[M-a48708dbe06eeb65]；9.73 财政学（大数据与财税治理实验班）[M-1a6934c434f49c42]；10.74 税收学[M-0c71e94bfb72858c]；11.75 审计学[M-ad71c4ef20bbd954]；12.76 财务管理[M-23a635f867756bb5]；13.77 信息管理与信息系统[M-2814f886822aed94]；14.78 信息管理与信息系统（数智创新与决策实验班）[M-ef9a1e07ef78658c]；15.79 大数据管理与应用[M-b72710b15c64f36c]；16.80 金融数学[M-cf392e5d1fd79843]；17.81 经济统计学[M-35ebcc43362dde9b]；18.82 数宇经济[M-0982b3eb865d7a6f]；19.83 经济学（数理经济与智能金融实验班）[M-bebac4eeba529cfc]；20.84 金融科技[M-17bc9d52669e84bc],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-296dcea95f5cd502,STABLEGROUP-b8054e22d010fa03
R1GROUP-4d46a2fb9cb50a6c,S3-冲刺保留讨论,冲刺观察,命中偏好专业：计算机相关2个、师范相关2个；历史线索：H4-历史最高线高于等位分16-30分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,组内有特殊限制待核；调剂前需核特殊限制；录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,K002,海南热带海洋学院,K00205,05,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,4,0,2,2,0,0,13,21,V1-偏好专业优先线索,R1-P0整组先核,H4-历史最高线高于等位分16-30分,3,29,6,200,right,1.14 数学与座用数学（师范类；办学地点：三亚校区）[M-18c3c3d39727a1e5]；2.15 数据计算及应用（办学地点：三亚校[M-1d9a3717770712bb]；3.16 物理学（师范类：办学地点：三亚校区）[M-1a57831faef81c0d]；4.17 化学（不招色弱、色盲、单色识别不全者：办学地点：三亚校区[M-9f828ce1c6e87720]；5.18 海洋科学（不招色弱、色盲、单色识别不全者；办学地点：三亚校区）[M-074db62eabc67a28]；6.19 海洋技术（不招色弱、色盲、單色识别院校[M-74773332862dd10a]；7.1 组及专业代号不全者；办学地点：三亚校区）[M-1af4ffd0f676fdcf]；8.20 生物科学（不招色弱、色真、单色识别不全者：办学地点：三亚校区）[M-93a84d294d543dc4]；9.21 生物技术（不招色弱、色育、单色识别不全者：办学地点：三亚校区）[M-83a16df86ee95a0c]；10.22 通信工程（办学地点：三亚校区）[M-b9ee1c065b82c6ab]；11.23 计算机科学与技术（不招单色识别不全者：办学地点：三亚校区）[M-3427bd6ef22b295a]；12.24 网络工程（办学地点：三亚校区）[M-f36880abadf263b3]；13.25 轮机工程（陆上方向；无红绿色宜，无复热身高 155cm 及以上，双眼操视力均能达到4.6（0.4）及以上；或双眼棵秘力均能到40（0.1）及以上，且矫正视力均能达到4.6（0.4）及以上；办学地点：三亚校区）[M-7ff3f891f35570b5]；14.26 智葱海洋技术（办学地点：三亚校区）[M-3576db17a826f6fe]；15.27 环境工程（不报色弱、色真、单色识别不全者；办学地点：三亚校区）[M-51a614057f398424]；16.28 食品科学与工程（不招色弱、色真、单色识别不全者：办学地点：三亚校区）[M-dcf9db265265256b]；17.29 食品质量与安全（不招色弱、色真、单色识别不全者：办学地点：三亚校区）[M-9fef618e69951770]；18.30 食品营养与健康（不招色弱、色盲、单色识别不全者；办学地点：三亚校区）[M-d1dc7c3878cbc239]；19.31 园艺（不招色弱、色直、单色识别不全者：办学地点：三亚校区）[M-2fe4b62581a0e6dd]；20.32 水产养殖学（不招色弱、色盲、单色识别不全者：办学地点：三亚校区）[M-7d19c229dc90447f]；21.33 海洋渔业科学与技术（不招色弱、色单色识别不全者；办学地点：三亚[M-c808953ce84763fd],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-401bc94e6f16cf6b,STABLEGROUP-a4c46829bb651301
R1GROUP-3260b262a0339d91,S3-冲刺保留讨论,冲刺观察,命中偏好专业：计算机相关1个、师范相关2个；历史线索：H4-历史最高线高于等位分16-30分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,结构或组内边界需先核；录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,H669,湘南学院,H66904,04,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,3,0,1,2,0,0,0,4,V1-偏好专业优先线索,R1-P0整组先核,H4-历史最高线高于等位分16-30分,2,21,6,181,left,1.09 数学与应用数学（师范类；办学地点：王仙校区）10𠊿息与计算科学（办学地点：王仙校[M-34a252f6c0755bb0]；2.11 新能源材料与器件（办学地点：王仙校[M-9fcb0d4fa9c55f3d]；3.12 计算机科学与技术（办学地点：王仙校[M-c03dd8c12e71f017]；4.13 智能制造工程（办学地点：王仙校区）H670衡阳师范学院（公办）（湖南）[M-86c2c7edd94d7f29],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-0713bec522ad5ae6,STABLEGROUP-a3f5426003f31d4d
R1GROUP-a0faaa19344a072e,S3-冲刺保留讨论,冲刺观察,命中偏好专业：计算机相关3个；历史线索：H4-历史最高线高于等位分16-30分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,结构或组内边界需先核；录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,H569,洛阳理工学院,H56902,02,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,优先复核-有偏好专业且未触发自动阻断,暂不判断-组内结构异常需先核页,3,0,3,0,0,0,0,13,V1-偏好专业优先线索,R1-P0整组先核,H4-历史最高线高于等位分16-30分,3,27,4,176,left,1.07 无机非金属材料工程（办学地点：王城校区）[M-21ec746f755ac82d]；2.08 材料物理（办学地点：王城校区）資亮謝孝院校专业组及专业代号[M-2cc22bcf0e2a741d]；3.09 高分子材料与工程（办学地点：王城校[M-bf580e3540429ec6]；4.10 机械设计制造及其自动化（办学地点：王城校区）[M-043a52695427ce4d]；5.11 材料成型及控制工程（办学地点：王城校区）[M-bc03df3c3c03dc89]；6.12 车辆工程（办学地点：王城校区）[M-92839f23836f58f8]；7.13 电气工程及其自动化（办学地点：开元校区）[M-71db63f050a46703]；8.14 计算机科学与技术（办学地点：开元校[M-5366510d96413cf9]；9.15 软件工程（办学地点：开元校区）[M-62f1cf06647848ef]；10.16 数据科学与大数据技术（办学地点：开元校区）[M-190424112cf7a592]；11.17 智能建造（办学地点：王城校区）[M-35fdbcb5d4775d6d]；12.18 新能源科学与工程（办学地点：王城校[M-8524f840be92ba36]；13.19 应用化学（办学地点：王城校区）H570新乡学院（公办）（河南）[M-4e527141f805d494],按P0优先核PDF原页结构、字段缺口和官网冲突。,整组所有专业都要核，不能只核拟填6个专业。,G-216ddfce2ef34983,STABLEGROUP-f162bd8b5de3578c
R1GROUP-22a22ff1e1043b8e,S3-冲刺保留讨论,冲刺观察,命中偏好专业：师范相关3个；历史线索：H4-历史最高线高于等位分16-30分；家庭底线：公办/普通学费线索且无医学护理/高收费自动阻断,组内有特殊限制待核；调剂前需核特殊限制；录取线距离偏冲,回看第19期原页和完整专业组；若进入讨论，再核湖北官方侧、招生章程、学费、计划数、选科和调剂范围。,false,F587,北华大学,F58703,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,暂缓进入主方案-组内存在特殊限制待核专业,暂不判断-特殊限制待核,3,0,0,3,0,0,2,3,V1-偏好专业优先线索,R2-P1页列集中核,H4-历史最高线高于等位分16-30分,3,26,18,121,left,1.06 物理学（师范类；办学地点：丰满校区）[M-5ca95bb70550dbd6]；2.07 生物科学（师范类：色盲、单色识别熊昇常考生不予录取：办学地点：丰满校区）[M-fdef7413abca9298]；3.08 化学（师范类：色盲、色弱、单色识别能力异常考生不予录取；办学地点：丰满校区）[M-0b27eedc4c6366c4],按页列集中核字段缺口，再接湖北官方计划和高校官网辅证。,同一页列若发现结构错误，整页列升级核验。,G-18582677cde6eaaa,STABLEGROUP-a6aa55716a9273bd
