第四轮候选ID,讨论集合,城市,冲稳保,院校代码,院校名称,院校专业组代码,专业组内专业序号,专业代号,专业名称及备注,专业偏好方向,第四轮方向标签,专业角色判断,机器专业接受度初判,专业风险类型,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,字段缺口数,字段缺口字段,人工核验优先级,人工核验强度,是否必须100%人工核验,PDF原页核验状态,湖北官方系统核验状态,高校官网证据匹配状态,历史线索分层,历史最高等位分差,历史最低等位分差,来源页码,版面列,专业行ID,专业组出现ID
R4GROUP-62dc3df1666adaa1,主线可能够得着全集,和田地区,保底观察,K784,新疆工业学院,K78401,8,09,资源勘查工程,,,字段缺口待核,待了解-未命中当前偏好方向,,,42,4500,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H1-历史最高线低于等位分20分以上,-27,-27,237,right,M-def5e90d2dad39a6,G-de5cf3dab5a124b1
R4GROUP-0a01fb2cdd9b62cf,主线可能够得着全集,黔东南苗族侗族自治州,保底观察,K267,凯里学院,K26701,1,01,测绘工程,,,字段缺口待核,待了解-未命中当前偏好方向,,,,4200,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H1-历史最高线低于等位分20分以上,-21,-21,215,right,M-d1576f3c46937f83,G-b0972365b88339c0
R4GROUP-0a01fb2cdd9b62cf,主线可能够得着全集,黔东南苗族侗族自治州,保底观察,K267,凯里学院,K26701,2,02,信息工程,,电子信息网络,主线偏好-工科信息制造,待了解-未命中当前偏好方向,,,,4200,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H1-历史最高线低于等位分20分以上,-21,-21,215,right,M-020dc49796ca20ca,G-b0972365b88339c0
R4GROUP-92f79d0ab2569be1,主线可能够得着全集,昌吉回族自治州,保底观察,K758,昌吉学院,K75802,1,02,智慧农业（办学地点：世纪大道新城校,,农业动医兽医,可了解-农业相关,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H1-历史最高线低于等位分20分以上,-21,-21,236,left,M-23a06e05f9e83124,G-90ae18934e058922
R4GROUP-92f79d0ab2569be1,主线可能够得着全集,昌吉回族自治州,保底观察,K758,昌吉学院,K75802,2,03,应用化学（色盲、色弱，不能准确识别黄、绿、蓝、紫中任一颜色的导线、按键、信号灯、几何图形者，不予录取；办学地点：世纪大道新城校区）,,,字段缺口待核,暂缓判断-特殊限制待核,体检或色觉限制,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H1-历史最高线低于等位分20分以上,-21,-21,236,left,M-b91182d9bc5b9581,G-90ae18934e058922
R4GROUP-92f79d0ab2569be1,主线可能够得着全集,昌吉回族自治州,保底观察,K758,昌吉学院,K75802,3,04,化工安全工程（色盲、色弱，不能准确识别红、黄、绿、蓝、紫中任一颜色的导线、按键、信号灯、几何图形者不子录取；办学地点：世纪大道新城校区）,,,字段缺口待核,暂缓判断-特殊限制待核,体检或色觉限制,,1,4500,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H1-历史最高线低于等位分20分以上,-21,-21,236,left,M-cccbac44389b0810,G-90ae18934e058922
R4GROUP-92f79d0ab2569be1,主线可能够得着全集,昌吉回族自治州,保底观察,K758,昌吉学院,K75802,5,06,微电子科学与工程（办学地点：世纪大道新城校区）,,电子信息网络,主线偏好-工科信息制造,待了解-未命中当前偏好方向,,,2,4500,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H1-历史最高线低于等位分20分以上,-21,-21,236,left,M-2dfcf2f24754e5e1,G-90ae18934e058922
R4GROUP-92f79d0ab2569be1,主线可能够得着全集,昌吉回族自治州,保底观察,K758,昌吉学院,K75802,6,07,智能感知工程（办学地点：世纪大道新資高院校专业组及专业代号城校区）,,,字段缺口待核,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H1-历史最高线低于等位分20分以上,-21,-21,236,left,M-a0b6c17226e06a89,G-90ae18934e058922
R4GROUP-3232e9b2030dcb84,主线可能够得着全集,牡丹江市,保底观察,F695,牡丹江师范学院,F69502,1,0G,知识产权,,,字段缺口待核,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H1-历史最高线低于等位分20分以上,-20,-20,126,right,M-592fddb6da1ce5b6,G-53840bffed785bc1
R4GROUP-016ad9e9a7eb0545,主线可能够得着全集,绥化市,稳妥观察,F698,绥化学院,F69804,1,04,财务管理,,工商旅游管理,可了解-管理/旅游,待了解-未命中当前偏好方向,,不限,,4000,1,专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-19,-19,126,right,M-a4ae70844e228769,G-327aad61dc6f2942
R4GROUP-016ad9e9a7eb0545,主线可能够得着全集,绥化市,稳妥观察,F698,绥化学院,F69804,2,05,物流管理,,工商旅游管理,可了解-管理/旅游,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-19,-19,126,right,M-54921ffbeb36c5ef,G-327aad61dc6f2942
R4GROUP-e8091e1e011b8c43,主线可能够得着全集,楚雄彝族自治州,稳妥观察,K362,楚雄师范学院,K36202,1,04,财务管理（不能准确识别颜色者不予录取）,,工商旅游管理,可了解-管理/旅游,暂缓判断-特殊限制待核,体检或色觉限制,「不限,,4500,1,专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-18,-18,220,right,M-d6cec0a184f04a95,G-3ffe4769cf9b19ea
R4GROUP-d8e302a9331ec54d,主线可能够得着全集,衡水市,稳妥观察,F193,衡水学院,F19305,2,06,应用化学（不招色盲色弱考生；办学地点：桃城校区）,,,字段缺口待核,暂缓判断-特殊限制待核,体检或色觉限制,,2,4900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-17,-17,102,left,M-8d01db623164d186,G-a7c6c4e1ad39e38e
R4GROUP-d8e302a9331ec54d,主线可能够得着全集,衡水市,稳妥观察,F193,衡水学院,F19305,4,08,食品质量与安全（不招色盲色弱考生；办学地点：桃城校区）,,,字段缺口待核,暂缓判断-特殊限制待核,体检或色觉限制,,2,4900,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-17,-17,102,left,M-32eac7bc971a586c,G-a7c6c4e1ad39e38e
R4GROUP-c5d70b6cc38f6c5e,主线可能够得着全集,秦皇岛市,稳妥观察,F208,河北环境工程学院,F20802,1,04,环境科学与工程,,环境工程科学,可了解-环境,待了解-未命中当前偏好方向,,［化学,,4900,1,专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-17,-17,104,left,M-297c818bfbc0c2ba,G-ed9ac8626d450ad1
R4GROUP-c5d70b6cc38f6c5e,主线可能够得着全集,秦皇岛市,稳妥观察,F208,河北环境工程学院,F20802,2,05,环境工程（不招色盲、色弱考生）,,环境工程科学,可了解-环境,暂缓判断-特殊限制待核,体检或色觉限制,,,5390,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-17,-17,104,left,M-4eb2546481c6aa09,G-ed9ac8626d450ad1
R4GROUP-c5d70b6cc38f6c5e,主线可能够得着全集,秦皇岛市,稳妥观察,F208,河北环境工程学院,F20802,3,06,水质科学与技术,,,字段缺口待核,待了解-未命中当前偏好方向,,,,4900,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-17,-17,104,left,M-8e91289baf8ed32d,G-ed9ac8626d450ad1
R4GROUP-1d3952c6cede0af9,主线可能够得着全集,安阳市,稳妥观察,H573,安阳工学院,H57301,2,02,机器人工程（办学地点：学校本部）,,机械自动化机器人,主线偏好-工科信息制造,待了解-未命中当前偏好方向,,,,5000,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-17,-17,176,right,M-262abcd34246cc8d,G-5d87191070c6c1c5
R4GROUP-9dfd6e5b35efd5c9,主线可能够得着全集,新乡市,稳妥观察,H570,新乡学院,H57002,1,02,药学,,,调剂接受度待判断,默认不能接受-医学护理等排除方向,医学/护理等排除方向,化学,17,5500,0,,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-16,-16,176,right,M-efecbf971a7cccc0,G-5cc3c5c77a8983e4
R4GROUP-9dfd6e5b35efd5c9,主线可能够得着全集,新乡市,稳妥观察,H570,新乡学院,H57002,2,03,制药工程,,,字段缺口待核,默认不能接受-医学护理等排除方向,医学/护理等排除方向,,,5000,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-16,-16,176,right,M-b11c25a2d6808107,G-5cc3c5c77a8983e4
R4GROUP-9dfd6e5b35efd5c9,主线可能够得着全集,新乡市,稳妥观察,H570,新乡学院,H57002,3,04,增材制造工程（3D 打印）,,,字段缺口待核,待了解-未命中当前偏好方向,,,,5000,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-16,-16,176,right,M-42ee519d7473075a,G-5cc3c5c77a8983e4
R4GROUP-9c01173f970eb94c,主线可能够得着全集,恩施土家族苗族自治州,稳妥观察,C129,湖北民族大学,C12919,2,71,化学工程与工艺（民族班）,,,字段缺口待核,暂缓判断-特殊限制待核,专项/预科/定向等特殊类型,,10,5200,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-17,76,left,M-ad86f7227ac73c60,G-61ae2445429d7094
R4GROUP-9c01173f970eb94c,主线可能够得着全集,恩施土家族苗族自治州,稳妥观察,C129,湖北民族大学,C12919,3,72,林学（民族班）,,,字段缺口待核,暂缓判断-特殊限制待核,专项/预科/定向等特殊类型,,10,3000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-17,76,left,M-6dab416c5543cca9,G-61ae2445429d7094
R4GROUP-9c01173f970eb94c,主线可能够得着全集,恩施土家族苗族自治州,稳妥观察,C129,湖北民族大学,C12919,4,73,园艺（民族班）,,农业动医兽医,可了解-农业相关,暂缓判断-特殊限制待核,专项/预科/定向等特殊类型,,10,3000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-17,76,left,M-76f5f5caa873ab78,G-61ae2445429d7094
R4GROUP-9c01173f970eb94c,主线可能够得着全集,恩施土家族苗族自治州,稳妥观察,C129,湖北民族大学,C12919,5,74,制药工程（民族班）,,,字段缺口待核,默认不能接受-医学护理等排除方向,医学/护理等排除方向；专项/预科/定向等特殊类型,,10,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-17,76,left,M-4660c3a4089023f2,G-61ae2445429d7094
R4GROUP-9c01173f970eb94c,主线可能够得着全集,恩施土家族苗族自治州,稳妥观察,C129,湖北民族大学,C12919,6,75,生物工程（民族班）,,,字段缺口待核,暂缓判断-特殊限制待核,专项/预科/定向等特殊类型,,10,4000,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-17,76,left,M-45a4657c3e3baa5c,G-61ae2445429d7094
R4GROUP-b127dbb287f3d816,主线可能够得着全集,龙岩市,稳妥观察,H231,龙岩学院,H23102,2,04,电子信息工程,,电子信息网络,主线偏好-工科信息制造,待了解-未命中当前偏好方向,,,3,5040,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-15,149,left,M-270e3fa9ec5c20e0,G-a27c1c9e6b8226fa
R4GROUP-b127dbb287f3d816,主线可能够得着全集,龙岩市,稳妥观察,H231,龙岩学院,H23102,4,06,应用化学（轻度色觉异常（色弱）不能录取）,,,字段缺口待核,暂缓判断-特殊限制待核,体检或色觉限制,,2,5040,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-15,149,left,M-688ef7b3c1186b38,G-a27c1c9e6b8226fa
R4GROUP-b127dbb287f3d816,主线可能够得着全集,龙岩市,稳妥观察,H231,龙岩学院,H23102,5,07,地球信息科学与技术（轻度色觉异常•Z,,,字段缺口待核,待了解-未命中当前偏好方向,,,2,5040,1,再选科目,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-15,149,left,M-3226d354b09f41b9,G-a27c1c9e6b8226fa
R4GROUP-46b8b8b4ab477db9,主线可能够得着全集,阿克苏地区,稳妥观察,K779,新疆理工学院,K77903,1,13,智慧水利,,,字段缺口待核,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-c7f27ed4e9fc1d7b,G-11987cdfba1d7cb7
R4GROUP-46b8b8b4ab477db9,主线可能够得着全集,阿克苏地区,稳妥观察,K779,新疆理工学院,K77903,2,14,土木工程,,,字段缺口待核,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-e27947d8ae0ea9a1,G-11987cdfba1d7cb7
R4GROUP-46b8b8b4ab477db9,主线可能够得着全集,阿克苏地区,稳妥观察,K779,新疆理工学院,K77903,3,15,智能建造,,,字段缺口待核,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-a2f970843ee0086e,G-11987cdfba1d7cb7
R4GROUP-46b8b8b4ab477db9,主线可能够得着全集,阿克苏地区,稳妥观察,K779,新疆理工学院,K77903,4,16,水文与水资源工程,,,字段缺口待核,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-f7c3e54136addfcd,G-11987cdfba1d7cb7
R4GROUP-46b8b8b4ab477db9,主线可能够得着全集,阿克苏地区,稳妥观察,K779,新疆理工学院,K77903,7,19,食品卫生与营养学,,,字段缺口待核,默认不能接受-医学护理等排除方向,医学/护理等排除方向,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-ef0176f3cd42b6e6,G-11987cdfba1d7cb7
R4GROUP-46b8b8b4ab477db9,主线可能够得着全集,阿克苏地区,稳妥观察,K779,新疆理工学院,K77903,8,20,食品科学与工程,,,字段缺口待核,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-fd16ebff85bc7357,G-11987cdfba1d7cb7
R4GROUP-46b8b8b4ab477db9,主线可能够得着全集,阿克苏地区,稳妥观察,K779,新疆理工学院,K77903,9,21,信息与计算科学,,,字段缺口待核,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-5188f591a6cea37b,G-11987cdfba1d7cb7
R4GROUP-46b8b8b4ab477db9,主线可能够得着全集,阿克苏地区,稳妥观察,K779,新疆理工学院,K77903,11,23,机械设计制造及其自动化,,机械自动化机器人,主线偏好-工科信息制造,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-baad839ae4b04b3d,G-11987cdfba1d7cb7
R4GROUP-46b8b8b4ab477db9,主线可能够得着全集,阿克苏地区,稳妥观察,K779,新疆理工学院,K77903,12,24,机械电子工程,,机械自动化机器人,主线偏好-工科信息制造,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-f93cce94b286a7b8,G-11987cdfba1d7cb7
R4GROUP-46b8b8b4ab477db9,主线可能够得着全集,阿克苏地区,稳妥观察,K779,新疆理工学院,K77903,13,25,机器人工程,,机械自动化机器人,主线偏好-工科信息制造,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-c05e542c665152c3,G-11987cdfba1d7cb7
R4GROUP-46b8b8b4ab477db9,主线可能够得着全集,阿克苏地区,稳妥观察,K779,新疆理工学院,K77903,14,26,电气工程及其自动化,,机械自动化机器人,主线偏好-工科信息制造,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-af581406ddcaf646,G-11987cdfba1d7cb7
R4GROUP-46b8b8b4ab477db9,主线可能够得着全集,阿克苏地区,稳妥观察,K779,新疆理工学院,K77903,16,28,材料成型及控制工程,,,字段缺口待核,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-95800106dd891216,G-11987cdfba1d7cb7
R4GROUP-46b8b8b4ab477db9,主线可能够得着全集,阿克苏地区,稳妥观察,K779,新疆理工学院,K77903,17,29,纺织工程,,,字段缺口待核,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-e4df36b775c23497,G-11987cdfba1d7cb7
R4GROUP-46b8b8b4ab477db9,主线可能够得着全集,阿克苏地区,稳妥观察,K779,新疆理工学院,K77903,18,30,通信工程,,电子信息网络,主线偏好-工科信息制造,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-13e9a4bf0eedb5b4,G-11987cdfba1d7cb7
R4GROUP-46b8b8b4ab477db9,主线可能够得着全集,阿克苏地区,稳妥观察,K779,新疆理工学院,K77903,22,34,医学信息工程,,电子信息网络,主线偏好-工科信息制造,默认不能接受-医学护理等排除方向,医学/护理等排除方向,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-1718d0f6eeb9ee17,G-11987cdfba1d7cb7
R4GROUP-46b8b8b4ab477db9,主线可能够得着全集,阿克苏地区,稳妥观察,K779,新疆理工学院,K77903,23,35,电子信息工程,,电子信息网络,主线偏好-工科信息制造,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-67fa15f1907821b4,G-11987cdfba1d7cb7
R4GROUP-46b8b8b4ab477db9,主线可能够得着全集,阿克苏地区,稳妥观察,K779,新疆理工学院,K77903,24,36,低空技术与工程,,,字段缺口待核,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-609c26f9fef06754,G-11987cdfba1d7cb7
R4GROUP-46b8b8b4ab477db9,主线可能够得着全集,阿克苏地区,稳妥观察,K779,新疆理工学院,K77903,25,37,过程装备与控制工程,,,字段缺口待核,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-6e7cbb06ef8c89eb,G-11987cdfba1d7cb7
R4GROUP-46b8b8b4ab477db9,主线可能够得着全集,阿克苏地区,稳妥观察,K779,新疆理工学院,K77903,26,38,能源化学工程,,,字段缺口待核,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-991db8ad67d7ad31,G-11987cdfba1d7cb7
R4GROUP-46b8b8b4ab477db9,主线可能够得着全集,阿克苏地区,稳妥观察,K779,新疆理工学院,K77903,27,39,能源服务工程,,,字段缺口待核,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-99b382a943c648a6,G-11987cdfba1d7cb7
R4GROUP-46b8b8b4ab477db9,主线可能够得着全集,阿克苏地区,稳妥观察,K779,新疆理工学院,K77903,28,40,材料化学,,,字段缺口待核,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-b2ae93cc47b2abf7,G-11987cdfba1d7cb7
R4GROUP-46b8b8b4ab477db9,主线可能够得着全集,阿克苏地区,稳妥观察,K779,新疆理工学院,K77903,29,41,储能科学与工程,,,字段缺口待核,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-7618f05e6e06c1f1,G-11987cdfba1d7cb7
R4GROUP-46b8b8b4ab477db9,主线可能够得着全集,阿克苏地区,稳妥观察,K779,新疆理工学院,K77903,30,42,能源与环境系统工程,,,字段缺口待核,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-15b903a8527e15c4,G-11987cdfba1d7cb7
R4GROUP-46b8b8b4ab477db9,主线可能够得着全集,阿克苏地区,稳妥观察,K779,新疆理工学院,K77903,31,43,化学工程与工艺,,,字段缺口待核,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-15,-27,236,right,M-60990a381bdee4b7,G-11987cdfba1d7cb7
R4GROUP-fb9e89612f97e902,主线可能够得着全集,哈尔滨市,稳妥观察,F696,哈尔滨学院,F69603,2,07,商务经济学,,,字段缺口待核,待了解-未命中当前偏好方向,,,,4500,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-14,-14,126,right,M-8a71c5bbb5ecb9af,G-138c426667d838bf
R4GROUP-fb9e89612f97e902,主线可能够得着全集,哈尔滨市,稳妥观察,F696,哈尔滨学院,F69603,3,08,会计学,,工商旅游管理,可了解-管理/旅游,待了解-未命中当前偏好方向,,,,4200,2,再选科目；专业计划数,P1-字段缺口和B0B1辅证优先核,H1-页列集中人工核验,false,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,,H2-历史最高线不高于等位分,-14,-14,126,right,M-4f6a8d7253cdc820,G-138c426667d838bf
